seq_id,lemma_id,principal_part,obs_index,date,n1,n2,n3,n4,n_total,avg_form_freq,avg_lemma_freq,prop_bipartite,variety,corpus,variety_code,corpus_code,time_interval_to_next
5,2,1,5,1167.0,5,2,0,0,7,0.023594661004538754,0.38477021126415767,0.0,Central German,MHG,1,2,5.0
5,2,1,6,1172.0,2,2,0,0,4,0.027333251656666373,0.5214641628115797,0.0,Central German,MHG,1,2,3.0
5,2,1,7,1175.0,1,0,0,0,1,0.0666853799283209,0.5214641628115797,0.0,Central German,MHG,1,2,5.0
5,2,1,8,1180.0,2,0,0,0,2,0.05757429604276545,0.5214641628115797,0.0,Central German,MHG,1,2,20.0
5,2,1,9,1200.0,1,0,0,0,1,0.04846321215721,0.5214641628115797,0.0,Central German,MHG,1,2,10.0
5,2,1,10,1210.0,7,1,0,0,8,0.024183142866447776,0.40185695520758535,0.0,Central German,MHG,1,2,8.0
5,2,1,11,1218.0,1,0,0,0,1,0.0085295253396689,0.5214641628115797,0.0,Central German,MHG,1,2,2.0
5,2,1,12,1220.0,1,0,0,0,1,0.0170590506793379,0.5214641628115797,0.0,Central German,MHG,1,2,5.0
5,2,1,13,1225.0,3,1,0,0,4,0.00058155854588645,0.28224974760359106,0.0,Central German,MHG,1,2,8.0
5,2,1,14,1233.0,10,2,0,0,12,0.01402202271748605,0.3971398692242836,0.0,Central German,MHG,1,2,27.0
5,2,1,15,1260.0,3,1,0,0,4,0.0244254589272338,0.40185695520758535,0.0,Central German,MHG,1,2,3.0
5,2,1,16,1263.0,3,2,0,0,5,0.0466022248103731,0.42577839672838425,0.0,Central German,MHG,1,2,12.0
5,2,1,17,1275.0,2,2,0,0,4,0.02907792729432595,0.28224974760359106,0.0,Central German,MHG,1,2,5.0
5,2,1,18,1280.0,3,1,0,0,4,0.0012600435160874,0.40185695520758535,0.0,Central German,MHG,1,2,8.0
5,2,1,19,1288.0,1,1,0,0,2,0.039933686817541,0.5214641628115797,0.0,Central German,MHG,1,2,7.0
5,2,1,20,1295.0,3,0,0,0,3,0.0441984494873755,0.3619878860062539,0.0,Central German,MHG,1,2,3.0
5,2,1,21,1298.0,1,0,0,0,1,0.0170590506793379,0.5214641628115797,0.0,Central German,MHG,1,2,2.0
5,2,1,22,1300.0,1,0,0,0,1,0.0666853799283209,0.5214641628115797,0.0,Central German,MHG,1,2,1.0
5,2,1,23,1301.0,2,0,0,0,2,0.05757429604276545,0.5214641628115797,0.0,Central German,MHG,1,2,9.0
5,2,1,24,1310.0,2,0,0,0,2,0.05757429604276545,0.5214641628115797,0.0,Central German,MHG,1,2,25.0
5,2,1,25,1335.0,2,1,0,0,3,0.15878883498537233,3.696604078459469,0.0,Central German,ENHG,1,1,15.0
5,2,1,26,1350.0,3,0,0,0,3,0.2096012621806915,3.696604078459469,0.0,Central German,ENHG,1,1,25.0
5,2,1,27,1375.0,5,4,0,0,9,0.1342294951743014,3.6966040784594694,0.0,Central German,ENHG,1,1,25.0
5,2,1,28,1400.0,3,0,0,0,3,0.1562482136256064,3.696604078459469,0.0,Central German,ENHG,1,1,18.0
5,2,1,29,1418.0,3,0,1,0,4,0.15815367964543087,3.696604078459469,0.0,Central German,ENHG,1,1,7.0
5,2,1,30,1425.0,3,1,0,0,4,0.40681699523252396,3.696604078459469,0.0,Central German,ENHG,1,1,5.0
5,2,1,31,1430.0,0,1,0,0,1,0.5525851457490958,3.696604078459469,0.0,Central German,ENHG,1,1,20.0
5,2,1,32,1450.0,3,0,0,0,3,0.832053495323351,3.696604078459469,0.0,Central German,ENHG,1,1,13.0
5,2,1,33,1463.0,3,0,0,0,3,0.015243728158595699,3.696604078459469,0.0,Central German,ENHG,1,1,28.0
5,2,1,34,1491.0,2,0,0,0,2,0.6897786991764575,3.696604078459469,0.0,Central German,ENHG,1,1,7.0
5,2,1,35,1498.0,7,1,0,0,8,0.5216213229269482,3.696604078459469,0.0,Central German,ENHG,1,1,2.0
5,2,1,36,1500.0,19,24,0,0,43,0.7650224503778982,3.6966040784594694,0.0,Central German,ENHG,1,1,9.0
5,2,1,37,1509.0,1,3,0,0,4,0.1419572184769229,3.696604078459469,0.0,Central German,ENHG,1,1,1.0
5,2,1,38,1510.0,5,1,0,0,6,0.898109650677266,3.696604078459469,0.0,Central German,ENHG,1,1,10.0
