form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation
vergaz,vergaz,ver-gëzzen,|v=v|e=e|r=r|=-|g=g|a=a|z=zz|,1238.0,M336,424,0.1643872156372563,25,0.009692642431442,MHG,213,Upper German,2,gëzzen,vergaz,vergezen,gaz,gez,yes,no
trvͦc,truoc,tragen,|t=t|r=r|v\o=uo|c=g|,1238.0,M336,1651,0.6401021061724298,28,0.010855759523215,MHG,11,Upper German,2,tragen,truoc,tragen,truoc,trag,yes,yes
laſ,las,lësen,|l=l|a=a|s=s|,1238.0,M336,1049,0.4067032764233064,37,0.0143451107985341,MHG,144,Upper German,2,lësen,las,lesen,las,les,yes,no
nam,nam,nëmen,|n=n|a=a|m=m|,1238.0,M336,4030,1.5624539599484506,1167,0.4524525486997126,MHG,47,Upper German,2,nëmen,nam,nemen,nam,nem,yes,no
vant,vant,vinden,|v=v|a=a|n=n|t=d|,1238.0,M336,1993,0.7726974546345564,350,0.135696994040188,MHG,38,Upper German,2,vinden,vant,vindet,van,vind,yes,no
lech,lêch,lîhen,|l=l|e=ê|ch=h|,1238.0,M336,215,0.0833567249104012,13,0.0050401740643498,MHG,143,Upper German,2,lîhen,lêch,lîhen,leχ,lih,yes,yes
hiez,hiez,hèizen,|h=h|ie=iè|z=z|,1238.0,M336,4528,1.7555313971827753,1604,0.6218799384013188,MHG,235,Upper German,2,hèizen,hiez,heizet,hiez,heiz,yes,no
verſtiez,verstiez,ver-stôzen,|v=v|e=e|r=r|=-|s=s|t=t|ie=iè|z=z|,1238.0,M336,96,0.0372197469367372,3,0.001163117091773,MHG,262,Upper German,2,stôzen,verstiez,stôzen,stiez,stoz,yes,no
giht,jihet,jëhen,|g=j|i=i|h=h|=e|t=t|,1238.0,M336,636,0.2465808234558845,71,0.0275271045052952,MHG,236,Upper German,1,jëhen,jihet,jehen,jih,jeh,yes,no
genomín,genomen,nëmen/ûz>+,|g=g|e=e|=-|n=n|o=o|m=m|i=e|n=n|,1238.0,M336,43,0.0166713449820802,3,0.001163117091773,MHG,47,Upper German,4,nëmen,genomen,nemen,nom,nem,yes,no
geborn,geboren,ge-bër(e)n,|g=g|e=e|=-|b=b|o=o|r=r|=e|n=n|,1238.0,M336,947,0.367157295303023,544,0.2109118993081779,MHG,295,Upper German,4,bëren,geboren,entbern,bor,ber,yes,no
vunden,vunten,vinden,|v=v|u=u|n=n|d=t|e=e|n=n|,1238.0,M336,1993,0.7726974546345564,42,0.0162836392848225,MHG,38,Upper German,3,vinden,vunten,vindet,vu,vind,yes,yes
trvͤgen,truogen,tragen,|t=t|r=r|v\e=uo|g=g|e=e|n=n|,1238.0,M336,1651,0.6401021061724298,2,0.0007754113945153,MHG,11,Upper German,3,tragen,truogen,tragen,truog,trag,yes,no
bar,bar,bër(e)n,|b=b|a=a|r=r|,1238.0,M336,210,0.0814181964241128,6,0.002326234183546,MHG,295,Upper German,2,bëren,bar,entbern,bar,ber,yes,no
ſach,sach,sëhen,|s=s|a=a|ch=h|,1238.0,M336,4169,1.6163450518672682,990,0.3838286402851033,MHG,22,Upper German,2,sëhen,sach,sehen,saχ,seh,yes,yes
iach,jach,jëhen,|i=j|a=a|ch=h|,1238.0,M336,636,0.2465808234558845,84,0.0325672785696451,MHG,236,Upper German,2,jëhen,jach,jehen,jaχ,jeh,yes,yes
zerwarf,zerwarf,zer-wërfen,|z=z|e=e|r=r|=-|w=w|a=a|r=r|f=f|,1238.0,M336,17,0.0065909968533805,1,0.0003877056972576,MHG,16,Upper German,2,wërfen,zerwarf,werfen,warf,werf,yes,no
bedarf,bedarf,be-durfen,|b=b|e=e|=-|d=d|a=a|r=r|f=f|,1238.0,M336,330,0.1279428800950344,91,0.0352812184504488,MHG,231,Upper German,1,durfen,bedarf,bedarf,darf,darf,no,no
ergriffen,ergriffen,er-grîfen,|e=e|r=r|=-|g=g|r=r|i=i|ff=ff|e=e|n=n|,1238.0,M336,19,0.0073664082478959,4,0.0015508227890307,MHG,23,Upper German,4,grîfen,ergrifen,grîfen,grif,grif,no,no
getragen,getragen,tragen,|g=g|e=e|=-|t=t|r=r|a=a|g=g|e=e|n=n|,1238.0,M336,1651,0.6401021061724298,93,0.0360566298449642,MHG,11,Upper German,4,tragen,getragen,tragen,trag,trag,no,no
gelegen,gelegen,ligen,|g=g|e=e|=-|l=l|e=ë|g=g|e=e|n=n|,1238.0,M336,2174,0.8428721858381965,216,0.0837444306076588,MHG,238,Upper German,4,ligen,gelegen,lît,leg,li,yes,no
pflegen,pflegen,pflëgen,|pf=pf|l=l|e=ë|g=g|e=e|n=n|,1238.0,M336,812,0.3148170261732362,36,0.0139574051012764,MHG,155,Upper German,1,pflëgen,pflegen,pflegen,fleg,fleg,no,no
ſtiezen,stiezen,stôzen,|s=s|t=t|ie=iè|z=z|e=e|n=n|,1238.0,M336,257,0.0996403641952237,11,0.0042647626698344,MHG,262,Upper German,3,stôzen,stiezen,stôzen,stiez,stoz,yes,no
liezen,liezen,lâzen,|l=l|ie=iè|z=z|e=e|n=n|,1238.0,M336,3725,1.4442037222848585,102,0.0395459811202833,MHG,4,Upper German,3,lâzen,liezen,lâzen,liez,laz,yes,no
begvnden,begunden,be-ginnen,|b=b|e=e|=-|g=g|v=u|n=n|d=d|e=e|n=n|,1238.0,M336,1927,0.7471088786155495,28,0.010855759523215,MHG,40,Upper German,3,ginnen,begunden,beginet,gu,gin,yes,no
werren,werren,wërren,|w=w|e=ë|rr=rr|e=e|n=n|,1238.0,M336,102,0.0395459811202833,5,0.0019385284862884,MHG,323,Upper German,1,wërren,weren,geweren,wer,wer,no,no
ſprach,sprach,sprëchen/ane<.+,|s=s|p=p|r=r|a=a|ch=ch|,1238.0,M336,21,0.0081418196424112,3979,1.542680969388309,MHG,27,Upper German,2,sprëchen,sprach,sprechen,spraχ,spreχ,yes,no
kom̄,komen,komen,|k=k|o=o|m=m|\-=en|,1238.0,M336,8461,3.280377904497231,73,0.0283025158998106,MHG,3,Upper German,1,komen,komen,kumet,kom,kum,yes,no
noz,nôz,nièzen,|n=n|o=ô|z=z|,1238.0,M336,114,0.0441984494873755,6,0.002326234183546,MHG,352,Upper German,2,nièzen,nôz,geniezen,noz,niez,yes,no
vehten,vehten,vëhten,|v=v|e=ë|h=h|t=t|e=e|n=n|,1238.0,M336,340,0.1318199370676112,32,0.0124065823122457,MHG,20,Upper German,1,vëhten,vehten,vehten,veht,veht,no,no
triben,triben,trîben,|t=t|r=r|i=i|b=b|e=e|n=n|,1238.0,M336,327,0.1267797630032613,56,0.02171151904643,MHG,12,Upper German,3,trîben,triben,trîben,trib,trib,no,no
ergie,ergie,er-gân,|e=e|r=r|=-|g=g|ie=iè|,1238.0,M336,594,0.2302971841710619,39,0.0151205221930495,MHG,1,Upper German,2,gân,ergie,gên,gi,ge,yes,no
half,half,hëlfen,|h=h|a=a|l=l|f=f|,1238.0,M336,1345,0.5214641628115797,148,0.0573804431941366,MHG,2,Upper German,2,hëlfen,half,helfen,half,helf,yes,no
wuͦhſ,wuohs,wahsen,|w=w|u\o=uo|h=h|s=s|,1238.0,M336,312,0.1209641775443961,4,0.0015508227890307,MHG,99,Upper German,2,wahsen,wuohs,wehset,wuohs,wehs,yes,no
geſcheiden,gescheiden,ge-schèiden,|g=g|e=e|=-|sch=sch|ei=èi|d=d|e=e|n=n|,1238.0,M336,129,0.0500140349462407,74,0.0286902215970683,MHG,171,Upper German,1,schèiden,gescheiden,scheiden,ʃeid,ʃeid,no,no
ſitzen,sitzen,sitzen,|s=s|i=i|tz=tz|e=e|n=n|,1238.0,M336,1185,0.4594312512503509,89,0.0345058070559335,MHG,57,Upper German,1,sitzen,sitzen,sitzen,siʦ,siʦ,no,no
getriben,getriben,ge-trîben,|g=g|e=e|=-|t=t|r=r|i=i|b=b|e=e|n=n|,1238.0,M336,13,0.0050401740643498,30,0.0116311709177304,MHG,12,Upper German,3,trîben,getriben,trîben,trib,trib,no,no
beliben,beliben,be-lîben,|b=b|e=e|=-|l=l|i=i|b=b|e=e|n=n|,1238.0,M336,1272,0.493161646911769,147,0.0569927374968789,MHG,239,Upper German,3,lîben,beliben,belîben,lib,lib,no,no
kam,kam,komen,|k=k|a=a|m=m|,1238.0,M336,8461,3.280377904497231,182,0.0705624369008977,MHG,3,Upper German,2,komen,kam,kumet,kam,kum,yes,no
brahte,brâhte,bringen,|b=b|r=r|a=â|h=h|t=t|e=e|,1238.0,M336,2041,0.791307328102925,178,0.069011614111867,MHG,73,Upper German,2,bringen,brâhte,bringen,braht,bring,yes,yes
gezam,gezam,ge-zëmen,|g=g|e=e|=-|z=z|a=a|m=m|,1238.0,M336,367,0.1422879908935685,116,0.0449738608818908,MHG,122,Upper German,2,zëmen,gezam,gezimet,zam,zim,yes,no
kam̄,kâmen,komen,|k=k|a=â|m=m|\-=en|,1238.0,M336,8461,3.280377904497231,4,0.0015508227890307,MHG,3,Upper German,3,komen,kâmen,kumet,kam,kum,yes,no
geſprochen,gesprochen,sprëchen,|g=g|e=e|=-|s=s|p=p|r=r|o=o|ch=ch|e=e|n=n|,1238.0,M336,11533,4.471409806472824,263,0.1019665983787698,MHG,27,Upper German,4,sprëchen,gesprochen,sprechen,sproχ,spreχ,yes,no
lac,lac,ligen,|l=l|a=a|c=g|,1238.0,M336,2174,0.8428721858381965,336,0.1302691142785805,MHG,238,Upper German,2,ligen,lac,lît,lac,li,yes,no
zoch,zôch,zièhen,|z=z|o=ô|ch=h|,1238.0,M336,522,0.202382373968509,110,0.0426476266983448,MHG,275,Upper German,2,zièhen,zôch,ziehen,zoχ,zieh,yes,yes
geſchach,geschach,ge-schëhen,|g=g|e=e|=-|sch=sch|a=a|ch=h|,1238.0,M336,2495,0.9673257146579116,425,0.164774921334514,MHG,118,Upper German,2,schëhen,geschach,geschihet,ʃaχ,ʃih,yes,yes
getan,getân,tuon,|g=g|e=e|=-|t=t|a=â|n=n|,1238.0,M336,8576,3.3249640596818644,1415,0.5486035616196173,MHG,14,Upper German,4,tuon,getân,tuon,ta,tuo,yes,no
weiz,weiz,wizzen,|w=w|ei=èi|z=z|,1238.0,M336,2528,0.9801200026674152,466,0.1806708549220789,MHG,364,Upper German,1,wizzen,weiz,weiz,weiz,weiz,no,no
tvͦt,tuot,tuon,|t=t|v\o=uo|t=t|,1238.0,M336,8576,3.3249640596818644,208,0.0806427850295974,MHG,14,Upper German,1,tuon,tuot,tuon,tuo,tuo,no,no
gebivtet,gebiutet,ge-bièten,|g=g|e=e|=-|b=b|iv=iu|t=t|e=e|t=t|,1238.0,M336,1098,0.4257008555889327,26,0.0100803481286996,MHG,18,Upper German,1,bièten,gebiutet,gebiutet,biut,biut,no,no
lan,lân,lâzen,|l=l|a=â|n=n|,1238.0,M336,3725,1.4442037222848585,215,0.0833567249104012,MHG,4,Upper German,1,lâzen,lân,lâzen,la,laz,no,no
ſtan,stân,stân,|s=s|t=t|a=â|n=n|,1238.0,M336,2872,1.113490762524057,315,0.1221272946361692,MHG,9,Upper German,1,stân,stân,stêt,sta,ste,yes,no
wrfen,wurfen,wërfen,|w=wu|r=r|f=f|e=e|n=n|,1238.0,M336,506,0.1961790828123861,17,0.0065909968533805,MHG,16,Upper German,3,wërfen,wurfen,werfen,wurf,werf,yes,no
dohte,tohte,tugen,|d=t|o=o|h=h|t=t|e=e|,1238.0,M336,146,0.0566050317996212,7,0.0027139398808037,MHG,208,Upper German,2,tugen,tohte,touc,toht,touc,yes,yes
liez,lieze,lâzen,|l=l|ie=iè|z=z|=e|,1238.0,M336,3725,1.4442037222848585,390,0.1512052219304952,MHG,4,Upper German,3,lâzen,lieze,lâzen,liez,laz,yes,no
ſcheiden,scheiden,schèiden,|sch=sch|ei=èi|d=d|e=e|n=n|,1238.0,M336,766,0.2969825640993829,67,0.0259762817162645,MHG,171,Upper German,1,schèiden,scheiden,scheiden,ʃeid,ʃeid,no,no
niezen,niezen,nièzen,|n=n|ie=iè|z=z|e=e|n=n|,1238.0,M336,114,0.0441984494873755,14,0.0054278797616075,MHG,352,Upper German,1,nièzen,niezen,geniezen,niez,niez,no,no
engelten,entgelten,ent-gëlten,|e=e|n=n|=t|=-|g=g|e=ë|l=l|t=t|e=e|n=n|,1238.0,M336,113,0.0438107437901178,22,0.0085295253396689,MHG,84,Upper German,1,gëlten,entgelten,gelten,lte,lte,no,no
tvͦn,tuon,tuon,|t=t|v\o=uo|n=n|,1238.0,M336,8576,3.3249640596818644,233,0.0903354274610394,MHG,14,Upper German,1,tuon,tuon,tuon,tuo,tuo,no,no
trage,trage,tragen,|t=t|r=r|a=a|g=g|e=e|,1238.0,M336,1651,0.6401021061724298,49,0.0189975791656263,MHG,11,Upper German,1,tragen,trage,tragen,trag,trag,no,no
geſchît,geschihet,ge-schëhen,|g=g|e=e|=-|sch=sch|î=i|=he|t=t|,1238.0,M336,2495,0.9673257146579116,2,0.0007754113945153,MHG,118,Upper German,1,schëhen,geschihet,geschihet,ʃih,ʃih,no,no
ſtoze,stôze,stôzen,|s=s|t=t|o=ô|z=z|e=e|,1238.0,M336,257,0.0996403641952237,2,0.0007754113945153,MHG,262,Upper German,1,stôzen,stôze,stôzen,stoz,stoz,no,no
fvrgeſprochen,vüregesprochen,vür(e)-sprëchen,|f=v|v=ü|r=r|=e|=-|g=g|e=e|=-|s=s|p=p|r=r|o=o|ch=ch|e=e|n=n|,1238.0,M336,1,0.0003877056972576,1,0.0003877056972576,MHG,27,Upper German,4,sprëchen,vüregesprochen,sprechen,vüregesproχ,spreχ,yes,yes
laz,lâze,lâzen,|l=l|a=â|z=z|=e|,1238.0,M336,3725,1.4442037222848585,211,0.0818059021213705,MHG,4,Upper German,1,lâzen,lâze,lâzen,laz,laz,no,no
bringen,bringen,bringen,|b=b|r=r|i=i|n=n|g=g|e=e|n=n|,1238.0,M336,2041,0.791307328102925,187,0.0725009653871861,MHG,73,Upper German,1,bringen,bringen,bringen,bring,bring,no,no
irboten,erboten,er-bièten,|i=e|r=r|=-|b=b|o=o|t=t|e=e|n=n|,1238.0,M336,101,0.0391582754230256,5,0.0019385284862884,MHG,18,Upper German,4,bièten,erboten,gebiutet,bot,biut,yes,no
geiehen,gejehen,ge-jëhen,|g=g|e=e|=-|i=j|e=ë|h=h|e=e|n=n|,1238.0,M336,7,0.0027139398808037,8,0.0031016455780614,MHG,236,Upper German,4,jëhen,gejehen,jehen,jeh,jeh,no,no
geben,geben,gëben,|g=g|e=ë|b=b|e=e|n=n|,1238.0,M336,6812,2.6410512097193166,1190,0.4613697797366393,MHG,21,Upper German,1,gëben,geben,geben,be,be,no,no
lit,lît,ligen,|l=l|i=î{ige}|t=t|,1238.0,M336,2174,0.8428721858381965,226,0.0876214875802356,MHG,238,Upper German,1,ligen,lît,lît,li,li,no,no
vnderſtan,understân,unter-stân,|v=u|n=n|d=t|e=e|r=r|=-|s=s|t=t|a=â|n=n|,1238.0,M336,19,0.0073664082478959,4,0.0015508227890307,MHG,9,Upper German,1,stân,understân,stêt,understa,ste,yes,yes
entwichen,entwichen,ent-wîchen,|e=e|n=n|t=t|=-|w=w|i=i|ch=ch|e=e|n=n|,1238.0,M336,215,0.0833567249104012,66,0.0255885760190068,MHG,15,Upper German,4,wîchen,entwichen,entwîchen,wiχ,wiχ,no,no
vermaz,vermaz,ver-mëzzen,|v=v|e=e|r=r|=-|m=m|a=a|z=zz|,1238.0,M336,89,0.0345058070559335,3,0.001163117091773,MHG,116,Upper German,2,mëzzen,vermaz,mezen,maz,mez,yes,no
ſprechen,sprechen,sprëchen,|s=s|p=p|r=r|e=ë|ch=ch|e=e|n=n|,1238.0,M336,11533,4.471409806472824,425,0.164774921334514,MHG,27,Upper German,1,sprëchen,sprechen,sprechen,spreχ,spreχ,no,no
geſtan,gestân,ge-stân,|g=g|e=e|=-|s=s|t=t|a=â|n=n|,1238.0,M336,243,0.0942124844336162,60,0.0232623418354608,MHG,9,Upper German,1,stân,gestân,stêt,sta,ste,yes,no
ſprachen,sprâchen,sprëchen,|s=s|p=p|r=r|a=â|ch=ch|e=e|n=n|,1238.0,M336,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Upper German,3,sprëchen,sprâchen,sprechen,spraχ,spreχ,yes,no
ſitzet,sitzet,sitzen,|s=s|i=i|tz=tz|e=e|t=t|,1238.0,M336,1185,0.4594312512503509,41,0.0158959335875648,MHG,57,Upper German,1,sitzen,sitzet,sitzen,siʦ,siʦ,no,no
lat,lât,lâzen,|l=l|a=â|t=t|,1238.0,M336,3725,1.4442037222848585,273,0.1058436553513466,MHG,4,Upper German,1,lâzen,lât,lâzen,la,laz,no,no
beſehen,besehen,be-sëhen,|b=b|e=e|=-|s=s|e=ë|h=h|e=e|n=n|,1238.0,M336,138,0.0535033862215598,39,0.0151205221930495,MHG,22,Upper German,1,sëhen,besehen,sehen,seh,seh,no,no
geſchehen,geschehen,ge-schëhen,|g=g|e=e|=-|sch=sch|e=ë|h=h|e=e|n=n|,1238.0,M336,2495,0.9673257146579116,222,0.0860706647912049,MHG,118,Upper German,1,schëhen,geschehen,geschihet,ʃeh,ʃih,yes,no
ſchieden,schieden,schèiden,|sch=sch|ie=iè|d=d|e=e|n=n|,1238.0,M336,766,0.2969825640993829,26,0.0100803481286996,MHG,171,Upper German,3,schèiden,schieden,scheiden,ʃied,ʃeid,yes,no
fvr,vuor,var(e)n,|f=v|v=uo|r=r|,1238.0,M336,2188,0.848300065599804,61,0.0236500475327184,MHG,89,Upper German,2,varen,vuor,varn,vuor,var,yes,no
warp,warp,wërben,|w=w|a=a|r=r|p=b|,1238.0,M336,266,0.1031297154705429,22,0.0085295253396689,MHG,100,Upper German,2,wërben,warp,werben,warp,werb,yes,no
verdarp,verdarp,ver-dërben,|v=v|e=e|r=r|=-|d=d|a=a|r=r|p=b|,1238.0,M336,156,0.060482088772198,6,0.002326234183546,MHG,310,Upper German,2,dërben,verdarp,verderben,darp,derb,yes,no
bot,bôt,bièten,|b=b|o=ô|t=t|,1238.0,M336,410,0.1589593358756488,198,0.0767657280570206,MHG,18,Upper German,2,bièten,bôt,gebiutet,bo,biut,yes,no
reit,reit,rîten,|r=r|ei=èi|t=t|,1238.0,M336,994,0.3853794630741339,284,0.1101084180211811,MHG,162,Upper German,2,rîten,reit,rîten,rei,rit,yes,no
geriten,geriten,rîten,|g=g|e=e|=-|r=r|i=i|t=t|e=e|n=n|,1238.0,M336,994,0.3853794630741339,50,0.019385284862884,MHG,162,Upper German,4,rîten,geriten,rîten,rit,rit,no,no
began,began,be-ginnen,|b=b|e=e|=-|g=g|a=a|n=n|,1238.0,M336,1927,0.7471088786155495,303,0.117474826269077,MHG,40,Upper German,2,ginnen,began,beginet,ga,gin,yes,no
wahſen,wahsen,wahsen,|w=w|a=a|h=h|s=s|e=e|n=n|,1238.0,M336,312,0.1209641775443961,24,0.0093049367341843,MHG,99,Upper German,1,wahsen,wahsen,wehset,wahs,wehs,yes,no
vorſach,versach,ver-sëhen,|v=v|o=e|r=r|=-|s=s|a=a|ch=h|,1238.0,M336,92,0.0356689241477065,2,0.0007754113945153,MHG,22,Upper German,2,sëhen,versach,sehen,saχ,seh,yes,yes
gewínnen,gewinnen,ge-winnen,|g=g|e=e|=-|w=w|i=i|nn=nn|e=e|n=n|,1238.0,M336,1883,0.7300498279362115,59,0.0228746361382031,MHG,120,Upper German,1,winnen,gewinen,gewinen,win,win,no,no
getet,getet,ge-tuon,|g=g|e=e|=-|t=t|e=ë|t=t|,1238.0,M336,578,0.224093893014939,66,0.0255885760190068,MHG,14,Upper German,2,tuon,getet,tuon,te,tuo,yes,no
geworben,geworben,wërben,|g=g|e=e|=-|w=w|o=o|r=r|b=b|e=e|n=n|,1238.0,M336,266,0.1031297154705429,6,0.002326234183546,MHG,100,Upper German,4,wërben,geworben,werben,worb,werb,yes,no
tet,tet,tuon,|t=t|e=ë|t=t|,1238.0,M336,8576,3.3249640596818644,942,0.3652187668167346,MHG,14,Upper German,2,tuon,tet,tuon,te,tuo,yes,no
erwarb,erwarp,er-wërben,|e=e|r=r|=-|w=w|a=a|r=r|b=b|,1238.0,M336,255,0.0988649528007084,7,0.0027139398808037,MHG,100,Upper German,2,wërben,erwarp,werben,warp,werb,yes,no
irwrben,erwurben,er-wërben,|i=e|r=r|=-|w=wu|r=r|b=b|e=e|n=n|,1238.0,M336,255,0.0988649528007084,2,0.0007754113945153,MHG,100,Upper German,3,wërben,erwurben,werben,wurb,werb,yes,no
vernamen,vernâmen,ver-nëmen,|v=v|e=e|r=r|=-|n=n|a=â|m=m|e=e|n=n|,1238.0,M336,1523,0.5904757769234468,15,0.0058155854588652,MHG,47,Upper German,3,nëmen,vernâmen,nemen,nam,nem,yes,no
v͛nom̄,vernomen,ver-nëmen,|v=v|'=er|=-|n=n|o=o|m=m|\-=en|,1238.0,M336,1523,0.5904757769234468,25,0.009692642431442,MHG,47,Upper German,4,nëmen,vernomen,nemen,nom,nem,yes,no
war,war,wërren,|w=w|a=a|r=r|,1238.0,M336,102,0.0395459811202833,24,0.0093049367341843,MHG,323,Upper German,2,wërren,war,geweren,war,wer,yes,no
bedorfte,bedorfte,be-durfen,|b=b|e=e|=-|d=d|o=o|r=r|f=f|t=t|e=e|,1238.0,M336,330,0.1279428800950344,29,0.0112434652204727,MHG,231,Upper German,2,durfen,bedorfte,bedarf,dorft,darf,yes,no
irſcheín,erschein,er-schînen,|i=e|r=r|=-|sch=sch|ei=èi|n=n|,1238.0,M336,392,0.1519806333250105,4,0.0015508227890307,MHG,95,Upper German,2,schînen,erschein,schînet,ʃei,ʃin,yes,no
geſíngen,gesingen,ge-singen,|g=g|e=e|=-|s=s|i=i|n=n|g=g|e=e|n=n|,1238.0,M336,22,0.0085295253396689,2,0.0007754113945153,MHG,192,Upper German,1,singen,gesingen,singen,sing,sing,no,no
geſpᵃch,gesprach,ge-sprëchen,|g=g|e=e|=-|s=s|p=p|%%=r|a=a|ch=ch|,1238.0,M336,186,0.0721132596899284,24,0.0093049367341843,MHG,27,Upper German,2,sprëchen,gesprach,sprechen,spraχ,spreχ,yes,no
gie,gie,gân,|g=g|ie=iè|,1238.0,M336,3931,1.5240710959199404,422,0.163611804242741,MHG,1,Upper German,2,gân,gie,gên,gi,ge,yes,no
pflege,pflege,pflëgen,|pf=pf|l=l|e=ë|g=g|e=e|,1238.0,M336,812,0.3148170261732362,10,0.0038770569725768,MHG,155,Upper German,1,pflëgen,pflege,pflegen,fleg,fleg,no,no
varn,varn,var(e)n,|v=v|a=a|r=r|=e|n=n|,1238.0,M336,2188,0.848300065599804,153,0.059318971680425,MHG,89,Upper German,1,varen,varn,varn,var,var,no,no
vínde,vinde,vinden,|v=v|i=i|n=n|d=d|e=e|,1238.0,M336,1993,0.7726974546345564,22,0.0085295253396689,MHG,38,Upper German,1,vinden,vinde,vindet,vi,vind,no,yes
lazen,lâzen,lâzen,|l=l|a=â|z=z|e=e|n=n|,1238.0,M336,3725,1.4442037222848585,321,0.1244535288197153,MHG,4,Upper German,1,lâzen,lâzen,lâzen,laz,laz,no,no
ergibe,ergibe,er-gëben,|e=e|r=r|=-|g=g|i=i|b=b|e=e|,1238.0,M336,118,0.0457492722764062,2,0.0007754113945153,MHG,21,Upper German,1,gëben,ergibe,geben,gib,be,yes,yes
tvͦſ,tuost,tuon,|t=t|v\o=uo|s=s|=t|,1238.0,M336,8576,3.3249640596818644,2,0.0007754113945153,MHG,14,Upper German,1,tuon,tuost,tuon,tuo,tuo,no,no
geſchiet,geschiet,ge-schèiden,|g=g|e=e|=-|sch=sch|ie=iè|t=d|,1238.0,M336,129,0.0500140349462407,48,0.0186098734683686,MHG,171,Upper German,2,schèiden,geschiet,scheiden,ʃi,ʃeid,yes,no
wizen,wîzen,wîzen,|w=w|i=î|z=z|e=e|n=n|,1238.0,M336,62,0.0240377532299761,49,0.0189975791656263,MHG,221,Upper German,1,wîzen,wîzen,verwîzen,wiz,wiz,no,no
git,gît,gëben,|g=g|i=î{ibe}|t=t|,1238.0,M336,6812,2.6410512097193166,444,0.1721413295824099,MHG,21,Upper German,1,gëben,gît,geben,gi,be,yes,yes
gab,gap,gëben,|g=g|a=a|b=b|,1238.0,M336,6812,2.6410512097193166,698,0.2706185766858607,MHG,21,Upper German,2,gëben,gap,geben,gap,be,yes,yes
ſchiet,schiet,schèiden,|sch=sch|ie=iè|t=d|,1238.0,M336,766,0.2969825640993829,64,0.0248131646244915,MHG,171,Upper German,2,schèiden,schiet,scheiden,ʃi,ʃeid,yes,no
lie,lie,lâzen,|l=l|ie=iè|,1238.0,M336,3725,1.4442037222848585,142,0.0550542090105905,MHG,4,Upper German,2,lâzen,lie,lâzen,li,laz,yes,no
entriten,entriten,ent-rîten,|e=e|n=n|t=t|=-|r=r|i=i|t=t|e=e|n=n|,1238.0,M336,4,0.0015508227890307,1,0.0003877056972576,MHG,162,Upper German,4,rîten,entriten,rîten,rit,rit,no,no
bat,bat,biten,|b=b|a=a|t=t|,1238.0,M336,2127,0.8246500180670855,658,0.2551103487955535,MHG,276,Upper German,2,biten,bat,biten,ba,bit,yes,no
lagín,lâgen,ligen,|l=l|a=â|g=g|i=e|n=n|,1238.0,M336,2174,0.8428721858381965,6,0.002326234183546,MHG,238,Upper German,3,ligen,lâgen,lît,lag,li,yes,no
pflac,pflac,pflëgen,|pf=pf|l=l|a=a|c=g|,1238.0,M336,812,0.3148170261732362,79,0.0306287500833567,MHG,155,Upper German,2,pflëgen,pflac,pflegen,flac,fleg,yes,yes
gewan,gewan,ge-winnen,|g=g|e=e|=-|w=w|a=a|n=n|,1238.0,M336,1883,0.7300498279362115,557,0.2159520733725277,MHG,120,Upper German,2,winnen,gewan,gewinen,wa,win,yes,no
ſtriten,strîten,strîten,|s=s|t=t|r=r|i=î|t=t|e=e|n=n|,1238.0,M336,231,0.0895600160665241,56,0.02171151904643,MHG,60,Upper German,1,strîten,strîten,strîten,strit,strit,no,no
geſlagen,geslagen,slahen/ûf>+,|g=g|e=e|=-|s=s|l=l|a=a|g=g|e=e|n=n|,1238.0,M336,12,0.0046524683670921,77,0.0298533386888413,MHG,7,Upper German,4,slahen,geslagen,slahen,slag,slah,no,yes
ſigen,sigen,sîgen/zuo<+,|s=s|i=i|g=g|e=e|n=n|,1238.0,M336,3,0.001163117091773,15,0.0058155854588652,MHG,266,Upper German,3,sîgen,sigen,sîgen,sig,sig,no,no
geſtozen,gestôzen,stôzen/ûf>+,|g=g|e=e|=-|s=s|t=t|o=ô|z=z|e=e|n=n|,1238.0,M336,6,0.002326234183546,10,0.0038770569725768,MHG,262,Upper German,4,stôzen,gestôzen,stôzen,stoz,stoz,no,no
gebvnden,gebunden,binten/ûf>+,|g=g|e=e|=-|b=b|v=u|n=n|d=t|e=e|n=n|,1238.0,M336,18,0.0069787025506382,29,0.0112434652204727,MHG,229,Upper German,4,binten,gebunden,binden,bu,bi,yes,no
nemen,nemen,nëmen,|n=n|e=ë|m=m|e=e|n=n|,1238.0,M336,4030,1.5624539599484506,435,0.1686519783070908,MHG,47,Upper German,1,nëmen,nemen,nemen,nem,nem,no,no
ſahen,sâhen,sëhen,|s=s|a=â|h=h|e=e|n=n|,1238.0,M336,4169,1.6163450518672682,284,0.1101084180211811,MHG,22,Upper German,3,sëhen,sâhen,sehen,sah,seh,yes,no
ergan,ergân,er-gân,|e=e|r=r|=-|g=g|a=â|n=n|,1238.0,M336,594,0.2302971841710619,54,0.0209361076519147,MHG,1,Upper German,1,gân,ergân,gên,ga,ge,yes,no
