form,norm,lemma,inflClass,infl,date,document_id,token_id,observation_id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,std_infl,extracted_vowel,extracted_coda,anchor_coda_pastpl,anchor_coda_pastsg,anchor_coda_pres,anchor_vowel_pastpl,anchor_vowel_pastsg,anchor_vowel_pres,diff_vowel_pres_pastsg,diff_cons_pres_pastsg,diff_vowel_pres_pastpl,diff_cons_pres_pastpl,diff_vowel_pastsg_pastpl,diff_cons_pastsg_pastpl,is_bipartite,target_vowel_pres,target_coda_pres,target_vowel_past,target_coda_past,target_pres_date,target_pres_n,target_past_date,target_past_n,target_pres_source,target_past_source,is_leveled_vowel_pres,is_leveled_vowel_past,is_leveled_cons_pres,is_leveled_cons_past,vowel_alternation_pres,vowel_alternation_past,cons_alternation_pres,cons_alternation_past
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15645_m1,MHG:M121Y:t15645_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15660_m1,MHG:M121Y:t15660_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15724_m1,MHG:M121Y:t15724_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
komen,kômen,komen,st4,Ind.Past.Pl.3,1145.0,MHG:M121Y,t15769_m1,MHG:M121Y:t15769_m1,8461,3.280377904497231,545,0.2112996050054356,MHG,3,Upper German,3,PastPl,o,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
uâhten,vâhten,vëhten,st4,Ind.Past.Pl.3,1145.0,MHG:M121Y,t15774_m1,MHG:M121Y:t15774_m1,340,0.1318199370676112,1,0.0003877056972576,MHG,20,Upper German,3,PastPl,a,h,h,h,h,a,a,e,True,False,True,False,False,False,0.0,e,χ,o,χ,1515.0,1.0,1515.0,76.0,nhg,nhg,0,,,,a ~ e,,,
uerloſ,verlôs,ver-lièsen,st2b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15779_m1,MHG:M121Y:t15779_m1,1149,0.4454738461490743,17,0.0065909968533805,MHG,215,Upper German,2,PastSg,o,s,r,s,s,u,o,ie,True,False,True,True,True,True,1.0,ie,r,o,r,1516.0,1.0,1490.0,1.0,nhg,nhg,0,,,0,o ~ ie,o ~ u,,s ~ r
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15955_m1,MHG:M121Y:t15955_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
lac,lac,ligen,st5b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16112_m1,MHG:M121Y:t16112_m1,2174,0.8428721858381965,336,0.1302691142785805,MHG,25,Upper German,2,PastSg,a,c,g,c,g,a,a,i,True,False,True,False,False,False,0.0,ie,g,a,g,1542.0,21.0,1542.0,2.0,nhg,nhg,0,,,,a ~ i,,,
ſah,sach,sëhen/ane<.+,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16224_m1,MHG:M121Y:t16224_m1,98,0.0379951583312526,210,0.0814181964241128,MHG,22,Upper German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16230_m1,MHG:M121Y:t16230_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16262_m1,MHG:M121Y:t16262_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
flizen,vlizzen,vlîzen,st1a,Ind.Past.Pl.3,1145.0,MHG:M121Y,t16276_m1,MHG:M121Y:t16276_m1,146,0.0566050317996212,14,0.0054278797616075,MHG,361,Upper German,3,PastPl,i,z,z,z,z,i,ei,i,True,False,False,False,True,False,0.0,,,,,,,,,,,,,,,,i ~ ei,,
uoͮnden,vunden,vinden,st3a,Ind.Past.Pl.3,1145.0,MHG:M121Y,t16296_m1,MHG:M121Y:t16296_m1,1993,0.7726974546345564,20,0.0077541139451536,MHG,39,Upper German,3,PastPl,u,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
maz,maz,mëzzen,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16311_m1,MHG:M121Y:t16311_m1,72,0.0279148102025529,10,0.0038770569725768,MHG,117,Upper German,2,PastSg,a,z,z,z,z,a,a,e,True,False,True,False,False,False,0.0,e,s,a,s,1490.0,1.0,1445.0,1.0,nhg,nhg,0,,,,a ~ e,,,
truͦc,truoc,tragen,st6,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16335_m1,MHG:M121Y:t16335_m1,1651,0.6401021061724298,42,0.0162836392848225,MHG,11,Upper German,2,PastSg,uo,c,g,c,g,ue,uo,a,True,False,True,False,True,False,0.0,a,g,u,g,1542.0,3.0,1510.0,1.0,nhg,nhg,0,,,,uo ~ a,uo ~ ue,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16452_m1,MHG:M121Y:t16452_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16479_m1,MHG:M121Y:t16479_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16621_m1,MHG:M121Y:t16621_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
mazzen,mâzen,mëzzen,st5,Ind.Past.Pl.3,1145.0,MHG:M121Y,t16696_m1,MHG:M121Y:t16696_m1,72,0.0279148102025529,3,0.001163117091773,MHG,117,Upper German,3,PastPl,a,z,z,z,z,a,a,e,True,False,True,False,False,False,0.0,e,s,a,s,1490.0,1.0,1445.0,1.0,nhg,nhg,0,,,,a ~ e,,,
spᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16749_m1,MHG:M121Y:t16749_m1,11533,4.471409806472824,7,0.0027139398808037,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
gewnneſt,gewünnest,ge-winnen,st3a,Subj.Past.Sg.2,1145.0,MHG:M121Y,t16806_m1,MHG:M121Y:t16806_m1,1883,0.7300498279362115,2,0.0007754113945153,MHG,121,Upper German,3,PastPl,u,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1523.0,1.0,1492.0,1.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16821_m1,MHG:M121Y:t16821_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſah,sach,sëhen/ane<.+,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16829_m1,MHG:M121Y:t16829_m1,98,0.0379951583312526,210,0.0814181964241128,MHG,22,Upper German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16953_m1,MHG:M121Y:t16953_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
bat,bat,biten,st5b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16964_m1,MHG:M121Y:t16964_m1,2127,0.8246500180670855,658,0.2551103487955535,MHG,276,Upper German,2,PastSg,a,t,t,t,t,a,a,i,True,False,True,False,False,False,0.0,,,,,,,,,,,,,,,a ~ i,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16982_m1,MHG:M121Y:t16982_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t16999_m1,MHG:M121Y:t16999_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17025_m1,MHG:M121Y:t17025_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17037_m1,MHG:M121Y:t17037_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
geſcah,geschach,ge-schëhen,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17038_m1,MHG:M121Y:t17038_m1,2495,0.9673257146579116,41,0.0158959335875648,MHG,119,Upper German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,3.0,1542.0,2.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17053_m1,MHG:M121Y:t17053_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17090_m1,MHG:M121Y:t17090_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
fiele,viele,vallen/nider(e)>+,st7,Ind.Past.Sg.2,1145.0,MHG:M121Y,t17109_m1,MHG:M121Y:t17109_m1,36,0.0139574051012764,2,0.0007754113945153,MHG,32,Upper German,3,PastPl,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1542.0,3.0,1486.0,5.0,nhg,nhg,0,,,,ie ~ a,,,
ſchide,schiede,schèiden,st7,Ind.Past.Sg.2,1145.0,MHG:M121Y,t17121_m1,MHG:M121Y:t17121_m1,766,0.2969825640993829,2,0.0007754113945153,MHG,172,Upper German,3,PastPl,ie,d,d,t,d,ie,ie,ei,True,True,True,False,False,True,0.0,ei,d,ie,d,1523.0,1.0,1492.0,1.0,nhg,nhg,0,,,,ie ~ ei,,,d ~ t
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17139_m1,MHG:M121Y:t17139_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
kom,kom,komen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17156_m1,MHG:M121Y:t17156_m1,8461,3.280377904497231,382,0.1481035763524338,MHG,3,Upper German,2,PastSg,o,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17388_m1,MHG:M121Y:t17388_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
erwͦrue,erwürbe,er-wërben,st3b,Ind.Past.Sg.2,1145.0,MHG:M121Y,t17415_m1,MHG:M121Y:t17415_m1,255,0.0988649528007084,2,0.0007754113945153,MHG,101,Upper German,3,PastPl,u,rb,rb,rp,rb,u,a,e,True,False,True,False,True,False,0.0,e,rb,a,rb,1542.0,1.0,1490.0,2.0,nhg,nhg,0,0,,,u ~ e,u ~ a,,
uíele,viele,vallen/nider(e)>+,st7,Ind.Past.Sg.2,1145.0,MHG:M121Y,t17431_m1,MHG:M121Y:t17431_m1,36,0.0139574051012764,1,0.0003877056972576,MHG,32,Upper German,3,PastPl,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1542.0,3.0,1486.0,5.0,nhg,nhg,0,,,,ie ~ a,,,
ſprah,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17525_m1,MHG:M121Y:t17525_m1,11533,4.471409806472824,719,0.278760396328272,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprah,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17547_m1,MHG:M121Y:t17547_m1,11533,4.471409806472824,719,0.278760396328272,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprah,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17602_m1,MHG:M121Y:t17602_m1,11533,4.471409806472824,719,0.278760396328272,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17634_m1,MHG:M121Y:t17634_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
geſæhe,geschæhe,ge-schëhen,st5,Subj.Past.Sg.3,1145.0,MHG:M121Y,t17811_m1,MHG:M121Y:t17811_m1,2495,0.9673257146579116,14,0.0054278797616075,MHG,119,Upper German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,3.0,1542.0,2.0,nhg,nhg,0,,,,a ~ e,,,
gebære,gebære,ge-bër(e)n,st4,Subj.Past.Sg.3,1145.0,MHG:M121Y,t17859_m1,MHG:M121Y:t17859_m1,947,0.367157295303023,15,0.0058155854588652,MHG,295,Upper German,3,PastPl,a,r,r,r,r,a,a,e,True,False,True,False,False,False,0.0,,,,,,,,,,,,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17887_m1,MHG:M121Y:t17887_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
nam,nam,nëmen,st4,Ind.Past.Sg.1,1145.0,MHG:M121Y,t17927_m1,MHG:M121Y:t17927_m1,4030,1.5624539599484506,1167,0.4524525486997126,MHG,49,Upper German,2,PastSg,a,m,m,m,m,a,a,e,True,False,True,False,False,False,0.0,e,hm,a,hm,1542.0,1.0,1523.0,7.0,nhg,nhg,0,,,,a ~ e,,,
gezam,gezam,ge-zëmen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17934_m1,MHG:M121Y:t17934_m1,367,0.1422879908935685,116,0.0449738608818908,MHG,123,Upper German,2,PastSg,a,m,m,m,m,a,a,i,True,False,True,False,False,False,0.0,ie,m,e,ʦ,,0.0,1486.0,1.0,nhg,corpus,0,,,,a ~ i,,,
gewan,gewan,ge-winnen,st3a,Ind.Past.Sg.1,1145.0,MHG:M121Y,t17938_m1,MHG:M121Y:t17938_m1,1883,0.7300498279362115,557,0.2159520733725277,MHG,121,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1523.0,1.0,1492.0,1.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
uant,vant,vinden,st3a,Ind.Past.Sg.1,1145.0,MHG:M121Y,t17960_m1,MHG:M121Y:t17960_m1,1993,0.7726974546345564,173,0.0670730856255786,MHG,39,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
rief,rief,ruofen,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17977_m1,MHG:M121Y:t17977_m1,442,0.1713659181878946,166,0.0643591457447748,MHG,53,Upper German,2,PastSg,ie,f,f,f,f,ie,ie,uo,True,False,True,False,False,False,0.0,u,f,ie,f,1516.0,4.0,1425.0,1.0,nhg,nhg,0,,,,ie ~ uo,,,
uoͮr,vuor,var(e)n,st6,Ind.Past.Sg.3,1145.0,MHG:M121Y,t17992_m1,MHG:M121Y:t17992_m1,2188,0.848300065599804,60,0.0232623418354608,MHG,90,Upper German,2,PastSg,uo,r,r,r,r,uo,uo,a,True,False,True,False,False,False,0.0,a,hr,u,hr,1523.0,2.0,1515.0,2.0,nhg,nhg,0,,,,uo ~ a,,,
uant,vant,vinden,st3a,Ind.Past.Sg.1,1145.0,MHG:M121Y,t18002_m2,MHG:M121Y:t18002_m2,1993,0.7726974546345564,173,0.0670730856255786,MHG,39,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
bekome,bekoeme,be-komen,st4,Subj.Past.Sg.3,1145.0,MHG:M121Y,t18008_m1,MHG:M121Y:t18008_m1,138,0.0535033862215598,4,0.0015508227890307,MHG,3,Upper German,3,PastPl,oe,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
gab,gap,gëben,st5,Ind.Past.Sg.1,1145.0,MHG:M121Y,t18018_m1,MHG:M121Y:t18018_m1,6812,2.6410512097193166,698,0.2706185766858607,MHG,21,Upper German,2,PastSg,a,p,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1542.0,8.0,1523.0,9.0,nhg,nhg,0,,,,a ~ e,,,
uoͮr,vuor,var(e)n,st6,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18024_m1,MHG:M121Y:t18024_m1,2188,0.848300065599804,60,0.0232623418354608,MHG,90,Upper German,2,PastSg,uo,r,r,r,r,uo,uo,a,True,False,True,False,False,False,0.0,a,hr,u,hr,1523.0,2.0,1515.0,2.0,nhg,nhg,0,,,,uo ~ a,,,
buch,buoch,bachen,st6,Ind.Past.Sg.1,1145.0,MHG:M121Y,t18060_m1,MHG:M121Y:t18060_m1,33,0.0127942880095034,1,0.0003877056972576,MHG,228,Upper German,2,PastSg,uo,χ,,χ,χ,,uo,a,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,,uo ~ a,,,
truͦch,truoc,tragen,st6,Ind.Past.Sg.1,1145.0,MHG:M121Y,t18067_m1,MHG:M121Y:t18067_m1,1651,0.6401021061724298,24,0.0093049367341843,MHG,11,Upper German,2,PastSg,uo,c,g,c,g,ue,uo,a,True,False,True,False,True,False,0.0,a,g,u,g,1542.0,3.0,1510.0,1.0,nhg,nhg,0,,,,uo ~ a,uo ~ ue,,
zôch,zôch,zièhen,st2b,Ind.Past.Sg.1,1145.0,MHG:M121Y,t18073_m1,MHG:M121Y:t18073_m1,522,0.202382373968509,5,0.0019385284862884,MHG,17,Upper German,2,PastSg,o,χ,g,χ,h,u,o,ie,True,False,True,True,True,True,1.0,ie,h,o,g,1523.0,3.0,1534.0,2.0,nhg,nhg,0,,,0,o ~ ie,o ~ u,,χ ~ g
uerbot,verbôt,ver-bièten,st2b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18103_m1,MHG:M121Y:t18103_m1,196,0.0759903166625052,11,0.0042647626698344,MHG,18,Upper German,2,PastSg,o,t,t,t,t,u,o,ie,True,False,True,False,True,False,0.0,ie,t,o,t,1516.0,2.0,1542.0,1.0,nhg,nhg,0,,,,o ~ ie,o ~ u,,
hiez,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18110_m1,MHG:M121Y:t18110_m1,4528,1.7555313971827753,1604,0.6218799384013188,MHG,237,Upper German,2,PastSg,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
Spᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18122_m1,MHG:M121Y:t18122_m1,11533,4.471409806472824,2,0.0007754113945153,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18136_m1,MHG:M121Y:t18136_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
gewan,gewan,ge-winnen,st3a,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18157_m1,MHG:M121Y:t18157_m1,1883,0.7300498279362115,557,0.2159520733725277,MHG,121,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1523.0,1.0,1492.0,1.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
hiez,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18174_m1,MHG:M121Y:t18174_m1,4528,1.7555313971827753,1604,0.6218799384013188,MHG,237,Upper German,2,PastSg,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
hi⸗ez,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18180_m1,MHG:M121Y:t18180_m1,4528,1.7555313971827753,5,0.0019385284862884,MHG,237,Upper German,2,PastSg,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
hi⸗ez,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18187_m1,MHG:M121Y:t18187_m1,4528,1.7555313971827753,5,0.0019385284862884,MHG,237,Upper German,2,PastSg,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
liez,liez,lâzen,st7,Ind.Past.Sg.1,1145.0,MHG:M121Y,t18194_m1,MHG:M121Y:t18194_m1,3725,1.4442037222848585,390,0.1512052219304952,MHG,4,Upper German,2,PastSg,ie,z,z,z,z,ie,ie,a,True,False,True,False,False,False,0.0,a,s,ie,s,1534.0,25.0,1486.0,1.0,nhg,nhg,0,,,,ie ~ a,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18244_m1,MHG:M121Y:t18244_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t18312_m1,MHG:M121Y:t18312_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
