form,norm,lemma,inflClass,infl,date,document_id,token_id,observation_id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,std_infl,extracted_vowel,extracted_coda,anchor_coda_pastpl,anchor_coda_pastsg,anchor_coda_pres,anchor_vowel_pastpl,anchor_vowel_pastsg,anchor_vowel_pres,diff_vowel_pres_pastsg,diff_cons_pres_pastsg,diff_vowel_pres_pastpl,diff_cons_pres_pastpl,diff_vowel_pastsg_pastpl,diff_cons_pastsg_pastpl,is_bipartite,target_vowel_pres,target_coda_pres,target_vowel_past,target_coda_past,target_pres_date,target_pres_n,target_past_date,target_past_n,target_pres_source,target_past_source,is_leveled_vowel_pres,is_leveled_vowel_past,is_leveled_cons_pres,is_leveled_cons_past,vowel_alternation_pres,vowel_alternation_past,cons_alternation_pres,cons_alternation_past
retrunken,ertrunken,er-trinken,st3a,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12312_m1,MHG:M121Y:t12312_m1,64,0.0248131646244915,1,0.0003877056972576,MHG,98,Upper German,3,PastPl,u,nk,nk,nk,nk,u,a,i,True,False,True,False,True,False,0.0,i,nk,a,nk,1534.0,2.0,1485.0,1.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
wͦrfen,wurfen,wërfen/ûz<.+,st3b,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12318_m1,MHG:M121Y:t12318_m1,11,0.0042647626698344,3,0.001163117091773,MHG,16,Upper German,3,PastPl,u,rf,rf,rf,rf,u,a,e,True,False,True,False,True,False,0.0,e,rf,a,rf,1523.0,1.0,1490.0,1.0,nhg,nhg,0,0,,,u ~ e,u ~ a,,
kom,kom,komen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12324_m1,MHG:M121Y:t12324_m1,8461,3.280377904497231,382,0.1481035763524338,MHG,3,Upper German,2,PastSg,o,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
uand,vant,vinden,st3a,Ind.Past.Sg.1,1145.0,MHG:M121Y,t12331_m1,MHG:M121Y:t12331_m1,1993,0.7726974546345564,4,0.0015508227890307,MHG,39,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
rief,rief,ruofen,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12342_m1,MHG:M121Y:t12342_m1,442,0.1713659181878946,166,0.0643591457447748,MHG,53,Upper German,2,PastSg,ie,f,f,f,f,ie,ie,uo,True,False,True,False,False,False,0.0,u,f,ie,f,1516.0,4.0,1425.0,1.0,nhg,nhg,0,,,,ie ~ uo,,,
ſprungen,sprungen,springen/ûf>+,st3a,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12371_m1,MHG:M121Y:t12371_m1,33,0.0127942880095034,29,0.0112434652204727,MHG,89,Upper German,3,PastPl,u,ng,ng,nk,ng,u,a,i,True,False,True,False,True,False,0.0,i,ng,a,ng,1523.0,1.0,1492.0,2.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
ſahen,sâhen,sëhen/ane>+,st5,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12378_m1,MHG:M121Y:t12378_m1,300,0.116311709177304,284,0.1101084180211811,MHG,22,Upper German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
uernamen,vernâmen,ver-nëmen,st4,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12384_m1,MHG:M121Y:t12384_m1,1523,0.5904757769234468,62,0.0240377532299761,MHG,49,Upper German,3,PastPl,a,m,m,m,m,a,a,e,True,False,True,False,False,False,0.0,e,hm,a,hm,1542.0,1.0,1523.0,7.0,nhg,nhg,0,,,,a ~ e,,,
ſprachen,sprâchen,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12387_m1,MHG:M121Y:t12387_m1,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12422_m1,MHG:M121Y:t12422_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprachen,sprâchen,sprëchen,st4,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12452_m1,MHG:M121Y:t12452_m1,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Upper German,3,PastPl,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
uil,viel,vallen,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12465_m1,MHG:M121Y:t12465_m1,860,0.3334268996416049,15,0.0058155854588652,MHG,32,Upper German,2,PastSg,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1542.0,3.0,1486.0,5.0,nhg,nhg,0,,,,ie ~ a,,,
ſpᵃch,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12538_m1,MHG:M121Y:t12538_m1,11533,4.471409806472824,1084,0.4202729758273252,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
enphiengen,entviengen,ent-vâhen,st7,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12593_m1,MHG:M121Y:t12593_m1,1799,0.6974825493665664,47,0.0182221677711109,MHG,19,Upper German,3,PastPl,ie,ng,ng,nk,h,ie,ie,a,True,True,True,True,False,False,1.0,a,ng,i,ng,1488.0,1.0,1523.0,1.0,nhg,nhg,0,,,,ie ~ a,,ng ~ h,
ſprachen,sprâchen,sprëchen,st4,Ind.Past.Pl.3,1145.0,MHG:M121Y,t12601_m1,MHG:M121Y:t12601_m1,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Upper German,3,PastPl,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12623_m1,MHG:M121Y:t12623_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſach,sach,sëhen/ûf>+,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12659_m1,MHG:M121Y:t12659_m1,9,0.0034893512753191,990,0.3838286402851033,MHG,22,Upper German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen/zuo>+,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12665_m1,MHG:M121Y:t12665_m1,74,0.0286902215970683,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12699_m1,MHG:M121Y:t12699_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12757_m1,MHG:M121Y:t12757_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
uerlieze,verlieze,ver-lâzen,st7,Ind.Past.Sg.2,1145.0,MHG:M121Y,t12763_m1,MHG:M121Y:t12763_m1,338,0.1310445256730958,5,0.0019385284862884,MHG,4,Upper German,3,PastPl,ie,z,z,z,z,ie,ie,a,True,False,True,False,False,False,0.0,a,s,ie,s,1534.0,25.0,1486.0,1.0,nhg,nhg,0,,,,ie ~ a,,,
behilte,behielte,be-halten,st7,Ind.Past.Sg.2,1145.0,MHG:M121Y,t12791_m1,MHG:M121Y:t12791_m1,1035,0.4012753966616988,9,0.0034893512753191,MHG,24,Upper German,3,PastPl,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1542.0,8.0,1523.0,1.0,nhg,nhg,0,,,,ie ~ a,,,
volſprac,volsprach,voll-sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12855_m1,MHG:M121Y:t12855_m1,29,0.0112434652204727,1,0.0003877056972576,MHG,27,Upper German,2,PastSg,o,lspr,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
geſchahe,geschæhe,ge-schëhen,st5,Subj.Past.Sg.3,1145.0,MHG:M121Y,t12907_m1,MHG:M121Y:t12907_m1,2495,0.9673257146579116,7,0.0027139398808037,MHG,119,Upper German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,3.0,1542.0,2.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t12968_m1,MHG:M121Y:t12968_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
twoͮgen,dwuogen,dwahen,st6,Ind.Past.Pl.3,1145.0,MHG:M121Y,t13018_m1,MHG:M121Y:t13018_m1,91,0.0352812184504488,1,0.0003877056972576,MHG,234,Upper German,3,PastPl,uo,g,g,c,h,uo,uo,a,True,True,True,True,False,False,1.0,,,,,,,,,,,,,,,uo ~ a,,g ~ h,
huͦben,huoben,hèben/ûf>+,st6b,Ind.Past.Pl.3,1145.0,MHG:M121Y,t13024_m1,MHG:M121Y:t13024_m1,118,0.0457492722764062,50,0.019385284862884,MHG,91,Upper German,3,PastPl,uo,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
ſahen,sâhen,sëhen,st5,Ind.Past.Pl.3,1145.0,MHG:M121Y,t13027_m1,MHG:M121Y:t13027_m1,4169,1.6163450518672682,284,0.1101084180211811,MHG,22,Upper German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
uíelen,vielen,vallen,st7,Ind.Past.Pl.3,1145.0,MHG:M121Y,t13032_m1,MHG:M121Y:t13032_m1,860,0.3334268996416049,3,0.001163117091773,MHG,32,Upper German,3,PastPl,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1542.0,3.0,1486.0,5.0,nhg,nhg,0,,,,ie ~ a,,,
ſlæích,sleich,slîchen/nâh<.+,st1a,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13053_m1,MHG:M121Y:t13053_m1,1,0.0003877056972576,1,0.0003877056972576,MHG,175,Upper German,2,PastSg,ei,χ,χ,χ,χ,i,ei,i,True,False,False,False,True,False,0.0,ei,χ,i,χ,1488.0,1.0,,0.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
reſach,ersach,er-sëhen,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13079_m1,MHG:M121Y:t13079_m1,212,0.0821936078186281,8,0.0031016455780614,MHG,22,Upper German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
enthilt,enthielt,ent-halten,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13087_m1,MHG:M121Y:t13087_m1,91,0.0352812184504488,12,0.0046524683670921,MHG,24,Upper German,2,PastSg,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1542.0,8.0,1523.0,1.0,nhg,nhg,0,,,,ie ~ a,,,
phlac,pflac,pflëgen,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13097_m2,MHG:M121Y:t13097_m2,812,0.3148170261732362,50,0.019385284862884,MHG,156,Upper German,2,PastSg,a,c,g,c,g,a,a,e,True,False,True,False,False,False,0.0,e,g,e,g,1523.0,2.0,1490.0,6.0,nhg,nhg,0,,,,a ~ e,,,
huͦb,huop,hèben/ane<.+,st6b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13108_m1,MHG:M121Y:t13108_m1,55,0.0213238133491724,77,0.0298533386888413,MHG,91,Upper German,2,PastSg,uo,p,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13207_m1,MHG:M121Y:t13207_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13321_m1,MHG:M121Y:t13321_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13398_m1,MHG:M121Y:t13398_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13522_m1,MHG:M121Y:t13522_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13527_m1,MHG:M121Y:t13527_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13572_m1,MHG:M121Y:t13572_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
uíe,vieng,vâhen/ane<.+,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13649_m1,MHG:M121Y:t13649_m1,14,0.0054278797616075,2,0.0007754113945153,MHG,19,Upper German,2,PastSg,ie,ng,ng,nk,h,ie,ie,a,True,True,True,True,False,False,1.0,a,ng,i,ng,1488.0,1.0,1523.0,1.0,nhg,nhg,0,,,,ie ~ a,,nk ~ h,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13760_m1,MHG:M121Y:t13760_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13826_m1,MHG:M121Y:t13826_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
trat,trat,trëten/vür(e)>+,st5,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13928_m1,MHG:M121Y:t13928_m1,3,0.001163117091773,120,0.0465246836709216,MHG,13,Upper German,2,PastSg,a,t,t,t,t,a,a,e,True,False,True,False,False,False,0.0,e,t,a,t,1523.0,2.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
pat,bat,biten,st5b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13934_m1,MHG:M121Y:t13934_m1,2127,0.8246500180670855,39,0.0151205221930495,MHG,276,Upper German,2,PastSg,a,t,t,t,t,a,a,i,True,False,True,False,False,False,0.0,,,,,,,,,,,,,,,a ~ i,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13937_m1,MHG:M121Y:t13937_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13961_m1,MHG:M121Y:t13961_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t13995_m1,MHG:M121Y:t13995_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14050_m1,MHG:M121Y:t14050_m1,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃch,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14135_m1,MHG:M121Y:t14135_m1,11533,4.471409806472824,1084,0.4202729758273252,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
zoch,zôch,zièhen,st2b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14160_m1,MHG:M121Y:t14160_m1,522,0.202382373968509,110,0.0426476266983448,MHG,17,Upper German,2,PastSg,o,χ,g,χ,h,u,o,ie,True,False,True,True,True,True,1.0,ie,h,o,g,1523.0,3.0,1534.0,2.0,nhg,nhg,0,,,0,o ~ ie,o ~ u,,χ ~ g
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14219_m1,MHG:M121Y:t14219_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
hup,huop,hèben/ane<.+,st6b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14229_m1,MHG:M121Y:t14229_m1,55,0.0213238133491724,75,0.029077927294326,MHG,91,Upper German,2,PastSg,uo,p,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
erhuͦp,erhuop,er-hèben,st6b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14243_m1,MHG:M121Y:t14243_m1,318,0.1232904117279422,3,0.001163117091773,MHG,91,Upper German,2,PastSg,uo,p,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
riefen,riefen,ruofen,st7,Ind.Past.Pl.3,1145.0,MHG:M121Y,t14267_m1,MHG:M121Y:t14267_m1,442,0.1713659181878946,61,0.0236500475327184,MHG,53,Upper German,3,PastPl,ie,f,f,f,f,ie,ie,uo,True,False,True,False,False,False,0.0,u,f,ie,f,1516.0,4.0,1425.0,1.0,nhg,nhg,0,,,,ie ~ uo,,,
huͦp,huop,hèben,st6b,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14292_m1,MHG:M121Y:t14292_m1,657,0.2547226430982958,71,0.0275271045052952,MHG,91,Upper German,2,PastSg,uo,p,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14474_m1,MHG:M121Y:t14474_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14529_m1,MHG:M121Y:t14529_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14570_m1,MHG:M121Y:t14570_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃſ,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14581_m1,MHG:M121Y:t14581_m1,11533,4.471409806472824,1,0.0003877056972576,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14648_m1,MHG:M121Y:t14648_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
geſchæhen,geschæhen,ge-schëhen,st5,Subj.Past.Pl.3,1145.0,MHG:M121Y,t14799_m1,MHG:M121Y:t14799_m1,2495,0.9673257146579116,7,0.0027139398808037,MHG,119,Upper German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,3.0,1542.0,2.0,nhg,nhg,0,,,,a ~ e,,,
ſprah,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14820_m1,MHG:M121Y:t14820_m1,11533,4.471409806472824,719,0.278760396328272,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſpᵃh,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t14881_m1,MHG:M121Y:t14881_m1,11533,4.471409806472824,139,0.0538910919188175,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15116_m1,MHG:M121Y:t15116_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
hiezze,hieze,hèizen,st7,Subj.Past.Sg.1,1145.0,MHG:M121Y,t15252_m1,MHG:M121Y:t15252_m1,4528,1.7555313971827753,24,0.0093049367341843,MHG,237,Upper German,3,PastPl,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15331_m1,MHG:M121Y:t15331_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
neíc,neic,nîgen,st1a,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15628_m1,MHG:M121Y:t15628_m1,95,0.0368320412394796,3,0.001163117091773,MHG,354,Upper German,2,PastSg,ei,c,g,c,g,i,ei,i,True,False,False,False,True,False,0.0,,,,,,,,,,,,,,,ei ~ i,ei ~ i,,
vie,vieng,vâhen/ane>+,st7,Ind.Past.Sg.3,1145.0,MHG:M121Y,t15642_m1,MHG:M121Y:t15642_m1,66,0.0255885760190068,19,0.0073664082478959,MHG,19,Upper German,2,PastSg,ie,ng,ng,nk,h,ie,ie,a,True,True,True,True,False,False,1.0,a,ng,i,ng,1488.0,1.0,1523.0,1.0,nhg,nhg,0,,,,ie ~ a,,nk ~ h,
