form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation,modern_lemma_count
ýſſet,ýſſet,essen,,1515.0,t16207,1272,4.847505554433448,5,0.0190546601982446,ENHG,102,Upper German,1,essen,ýset,esen,ís,es,yes,yes,85741
ſtan,ſtan,aufstehen,,1515.0,t16217,337,1.2842840973616918,221,0.8422159807624151,ENHG,9,Upper German,1,stehen,stan,stet,sta,ste,yes,no,1656734
gan,gan,gehen,,1515.0,t16224,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
geben,geben,geben,,1515.0,t16231,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
facht,facht,anfechten,,1515.0,t16242,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
spricht,spricht,sprechen,,1515.0,t16247,8120,30.94476816194937,97,0.3696604078459469,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſuͦchen,ſuͦchen,suchen,,1515.0,t16280,867,3.3040780783756283,91,0.3467948156080532,ENHG,205,Upper German,1,suchen,suͦchen,suchen,suχ,suχ,no,no,371315
gan,gan,gehen,,1515.0,t16283,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
geben,geben,geben,,1515.0,t16296,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
verſuͦcht,verſuͦcht,versuchen,,1515.0,t16327,145,0.5525851457490958,20,0.0762186407929787,ENHG,205,Upper German,4,suchen,versuͦcht,suchen,suχ,suχ,no,no,371315
ſpricht,ſpricht,sprechen,,1515.0,t16379,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
gan,gan,gehen,,1515.0,t16394,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t16404,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſprechent,ſprechent,sprechen,,1515.0,t16437,8120,30.94476816194937,108,0.4115806602820852,ENHG,27,Upper German,1,sprechen,sprechent,spricht,spreχen,spriχ,yes,no,559127
facht,facht,anfechten,,1515.0,t16441,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t16444,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
vˢſtan,vˢſtan,verstehen,,1515.0,t16450,870,3.315510874494575,15,0.057163980594734,ENHG,9,Upper German,4,verstehen,vˢstan,stet,vsta,ste,yes,no,1656734
ſpricht,ſpricht,sprechen,,1515.0,t16463,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
kön,kön,kommen,,1515.0,t16487,7651,29.15744103535402,1,0.0038109320396489,ENHG,3,Upper German,1,kommen,kön,kumpt,kö,kump,yes,yes,2282150
ver,verkoufft,verkaufen,,1515.0,t16496,173,0.6592912428592661,14,0.0533530485550851,ENHG,135,Upper German,4,kaufen,verkouft,kaufen,kouf,kauf,yes,no,141979
liſt,liſt,lesen,,1515.0,t16515,948,3.612763573587192,226,0.8612706409606598,ENHG,144,Upper German,1,lesen,list,list,li,li,no,no,654360
ſpricht,ſpricht,sprechen,,1515.0,t16553,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t16572,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
behalten,behalten,behalten,,1515.0,t16573,532,2.0274158450932345,336,1.2804731653220427,ENHG,24,Upper German,1,halten,behalten,halt,halt,hal,no,no,748357
gan,gan,gehen,,1515.0,t16601,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
kon,kon,kommen,,1515.0,t16607,7651,29.15744103535402,106,0.4039587962027873,ENHG,3,Upper German,1,kommen,kon,kumpt,ko,kump,yes,yes,2282150
ſpricht,ſpricht,sprechen,,1515.0,t16614,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
gan,gan,gehen,,1515.0,t16621,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t16632,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
gan,gan,gehen,,1515.0,t16636,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t16666,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t16686,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ziehen,ziehen,ziehen,,1515.0,t16706,1321,5.034241224376246,268,1.021329786625915,ENHG,17,Upper German,1,ziehen,ziehen,ziehen,zieh,zieh,no,no,301418
fliehen,fliehen,fliehen,,1515.0,t16712,256,0.9755986021501278,87,0.3315510874494575,ENHG,83,Upper German,1,fliehen,fliehen,fliehen,flieh,flieh,no,no,61334
ſpricht,ſpricht,sprechen,,1515.0,t16718,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſterben,ſterben,sterben,,1515.0,t16743,1446,5.510607729332363,350,1.333826213877128,ENHG,10,Upper German,1,sterben,sterben,sterben,sterb,sterb,no,no,381096
ſpricht,ſpricht,sprechen,,1515.0,t16747,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſtan,ſtan,stehen,,1515.0,t16786,2583,9.843637458413204,221,0.8422159807624151,ENHG,9,Upper German,1,stehen,stan,stet,sta,ste,yes,no,1656734
ſpricht,ſpricht,sprechen,,1515.0,t16792,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſterben,ſterben,sterben,,1515.0,t16799,1446,5.510607729332363,350,1.333826213877128,ENHG,10,Upper German,1,sterben,sterben,sterben,sterb,sterb,no,no,381096
gan,gan,gehen,,1515.0,t16813,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t16823,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
bliben,bliben,bleiben,,1515.0,t16837,1827,6.962572836438608,163,0.6211819224627767,ENHG,69,Upper German,1,bleiben,bliben,pleibt,blib,pleib,yes,yes,1053208
geſtan,geſtan,gestehen,,1515.0,t16855,41,0.1562482136256064,13,0.0495421165154361,ENHG,9,Upper German,1,stehen,gestan,stet,sta,ste,yes,no,1656734
lan,lan,lassen,,1515.0,t16862,3635,13.852737964123886,233,0.8879471652382023,ENHG,4,Upper German,1,lassen,lan,lasen,la,las,no,no,1408679
ſpricht,ſpricht,sprechen,,1515.0,t16868,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſterben,ſterben,sterben,,1515.0,t16891,1446,5.510607729332363,350,1.333826213877128,ENHG,10,Upper German,1,sterben,sterben,sterben,sterb,sterb,no,no,381096
ſpricht,ſpricht,sprechen,,1515.0,t16911,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
bliben,bliben,bleiben,,1515.0,t16918,1827,6.962572836438608,163,0.6211819224627767,ENHG,69,Upper German,1,bleiben,bliben,pleibt,blib,pleib,yes,yes,1053208
vermiden,vermiden,vermeiden,,1515.0,t16922,43,0.1638700777049043,8,0.0304874563171914,ENHG,147,Upper German,1,meiden,vermiden,vermeyden,mid,meid,yes,no,269327
fliehen,fliehen,fliehen,,1515.0,t16928,256,0.9755986021501278,87,0.3315510874494575,ENHG,83,Upper German,1,fliehen,fliehen,fliehen,flieh,flieh,no,no,61334
ziehen,ziehen,ziehen,,1515.0,t16934,1321,5.034241224376246,268,1.021329786625915,ENHG,17,Upper German,1,ziehen,ziehen,ziehen,zieh,zieh,no,no,301418
ſpricht,ſpricht,sprechen,,1515.0,t16949,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
fliehen,fliehen,fliehen,,1515.0,t16961,256,0.9755986021501278,87,0.3315510874494575,ENHG,83,Upper German,1,fliehen,fliehen,fliehen,flieh,flieh,no,no,61334
ziehen,ziehen,ziehen,,1515.0,t16987,1321,5.034241224376246,268,1.021329786625915,ENHG,17,Upper German,1,ziehen,ziehen,ziehen,zieh,zieh,no,no,301418
facht,facht,anfechten,,1515.0,t16989,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
spricht,spricht,sprechen,,1515.0,t16994,8120,30.94476816194937,97,0.3696604078459469,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſtan,ſtan,stehen,,1515.0,t17020,2583,9.843637458413204,221,0.8422159807624151,ENHG,9,Upper German,1,stehen,stan,stet,sta,ste,yes,no,1656734
liſt,liſt,lesen,,1515.0,t17032,948,3.612763573587192,226,0.8612706409606598,ENHG,144,Upper German,1,lesen,list,list,li,li,no,no,654360
gan,gan,gehen,,1515.0,t17046,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
komē,komē,kommen,,1515.0,t17052,7651,29.15744103535402,295,1.1242249516964364,ENHG,3,Upper German,1,kommen,komē,kumpt,kom,kump,yes,no,2282150
gan,gan,gehen,,1515.0,t17073,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
bliben,bliben,bleiben,,1515.0,t17100,1827,6.962572836438608,163,0.6211819224627767,ENHG,69,Upper German,1,bleiben,bliben,pleibt,blib,pleib,yes,yes,1053208
gan,gan,gehen,,1515.0,t17107,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
gat,gat,gehen,,1515.0,t17117,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t17129,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
gan,gan,gehen,,1515.0,t17132,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
gan,gan,gehen,,1515.0,t17151,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t17167,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
fallen,fallen,fallen,,1515.0,t17195,1097,4.180592447494884,159,0.605938194304181,ENHG,31,Upper German,1,fallen,falen,valen,fal,val,no,no,255517
gat,gat,gehen,,1515.0,t17213,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
kumpt,kumpt,kommen,,1515.0,t17219,7651,29.15744103535402,285,1.0861156312999471,ENHG,3,Upper German,1,kommen,kumpt,kumpt,kump,kump,no,no,2282150
ſtan,ſtan,stehen,,1515.0,t17227,2583,9.843637458413204,221,0.8422159807624151,ENHG,9,Upper German,1,stehen,stan,stet,sta,ste,yes,no,1656734
entſchlaff,entſchlaffen,entschlafen,,1515.0,t17230,34,0.1295716893480638,30,0.1143279611894681,ENHG,53,Upper German,1,schlafen,entschlafen,schlafen,ʃlaf,ʃlaf,no,no,21893
kompt,kompt,kommen,,1515.0,t17241,7651,29.15744103535402,421,1.6044023886922023,ENHG,3,Upper German,1,kommen,kompt,kumpt,komp,kump,yes,no,2282150
falt,falt,fallen,,1515.0,t17246,1097,4.180592447494884,35,0.1333826213877128,ENHG,31,Upper German,1,fallen,falt,valen,fal,val,no,no,255517
spricht,spricht,sprechen,,1515.0,t17271,8120,30.94476816194937,97,0.3696604078459469,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
falt,falt,auffallen,,1515.0,t17299,3,0.0114327961189468,35,0.1333826213877128,ENHG,31,Upper German,1,fallen,falt,valen,fal,val,no,no,255517
gat,gat,gehen,,1515.0,t17315,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
vindet,vindet,finden,,1515.0,t17321,2689,10.24759625461599,76,0.2896308350133192,ENHG,38,Upper German,1,finden,vindet,vinden,vind,vind,no,no,2586288
Spricht,Spricht,sprechen,,1515.0,t17325,8120,30.94476816194937,108,0.4115806602820852,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
entſchlaffen,entſchlaffen,entschlafen,,1515.0,t17384,34,0.1295716893480638,30,0.1143279611894681,ENHG,53,Upper German,1,schlafen,entschlafen,schlafen,ʃlaf,ʃlaf,no,no,21893
gat,gat,gehen,,1515.0,t17388,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t17406,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
bittē,bittē,bitten,,1515.0,t17411,1532,5.838347884742172,21,0.0800295728326276,ENHG,67,Upper German,1,bitten,bitē,bit,bit,bi,no,no,947818
gebenn,gebenn,geben,,1515.0,t17441,6017,22.930378082567653,119,0.4535009127182235,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
gat,gat,gehen,,1515.0,t17450,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſchlaffen,ſchlaffen,schlafen,,1515.0,t17459,226,0.8612706409606598,114,0.4344462525199787,ENHG,53,Upper German,1,schlafen,schlafen,schlafen,ʃlaf,ʃlaf,no,no,21893
ſpricht,ſpricht,sprechen,,1515.0,t17461,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
litt,litt,liegen,,1515.0,t17485,2283,8.700357846518523,7,0.0266765242775425,ENHG,25,Upper German,1,liegen,lit,leit,li,lei,yes,no,1468865
gat,gat,gehen,,1515.0,t17503,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
falt,falt,fallen,,1515.0,t17515,1097,4.180592447494884,35,0.1333826213877128,ENHG,31,Upper German,1,fallen,falt,valen,fal,val,no,no,255517
gan,gan,ausgehen,,1515.0,t17542,306,1.1661452041325746,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
facht,facht,anfechten,,1515.0,t17547,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t17554,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
geſcheche,geſcheche,geschehen,,1515.0,t17567,2302,8.772765555271853,9,0.0342983883568404,ENHG,118,Upper German,4,geschehen,gescheche,geschicht,geʃeχ,geʃiχ,yes,no,323529
bit,bit,bitten,,1515.0,t17580,1532,5.838347884742172,160,0.6097491263438299,ENHG,67,Upper German,1,bitten,bit,bit,bi,bi,no,no,947818
kumpt,kumpt,kommen,,1515.0,t17587,7651,29.15744103535402,285,1.0861156312999471,ENHG,3,Upper German,1,kommen,kumpt,kumpt,kump,kump,no,no,2282150
facht,facht,anfechten,,1515.0,t17599,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
facht,facht,anfechten,,1515.0,t17621,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t17625,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſtet,ſtet,stehen,,1515.0,t17628,2583,9.843637458413204,464,1.7682724663971068,ENHG,9,Upper German,1,stehen,stet,stet,ste,ste,no,no,1656734
bliben,bliben,bleiben,,1515.0,t17638,1827,6.962572836438608,163,0.6211819224627767,ENHG,69,Upper German,1,bleiben,bliben,pleibt,blib,pleib,yes,yes,1053208
falt,falt,fallen,,1515.0,t17677,1097,4.180592447494884,35,0.1333826213877128,ENHG,31,Upper German,1,fallen,falt,valen,fal,val,no,no,255517
ligen,ligen,liegen,,1515.0,t17686,2283,8.700357846518523,279,1.0632500390620534,ENHG,25,Upper German,1,liegen,ligen,leit,lig,lei,yes,yes,1468865
kumpt,kumpt,kommen,,1515.0,t17688,7651,29.15744103535402,285,1.0861156312999471,ENHG,3,Upper German,1,kommen,kumpt,kumpt,kump,kump,no,no,2282150
gat,gat,gehen,,1515.0,t17702,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t17709,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
finden,finden,finden,,1515.0,t17730,2689,10.24759625461599,284,1.0823046992602985,ENHG,38,Upper German,1,finden,finden,vinden,find,vind,no,no,2586288
gend,gend,gehen,,1515.0,t17747,4922,18.757407499152063,40,0.1524372815859574,ENHG,1,Upper German,1,gehen,gend,get,gend,ge,no,yes,1624058
nemē,nemē,nehmen,,1515.0,t17757,3364,12.819975381379024,185,0.7050224273350534,ENHG,47,Upper German,1,nehmen,nemē,nemen,nem,nem,no,no,1089016
geben,geben,geben,,1515.0,t17762,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
gend,gend,gehen,,1515.0,t17768,4922,18.757407499152063,40,0.1524372815859574,ENHG,1,Upper German,1,gehen,gend,get,gend,ge,no,yes,1624058
ſpricht,ſpricht,sprechen,,1515.0,t17775,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
gang,gang,gehen,,1515.0,t17779,4922,18.757407499152063,208,0.7926738642469789,ENHG,1,Upper German,1,gehen,gang,get,gang,ge,yes,yes,1624058
bit,bit,bitten,,1515.0,t17785,1532,5.838347884742172,160,0.6097491263438299,ENHG,67,Upper German,1,bitten,bit,bit,bi,bi,no,no,947818
ſitzt,ſitzt,sitzen,,1515.0,t17807,1044,3.97861304939349,51,0.1943575340220958,ENHG,57,Upper German,1,sitzen,sitzt,sitzen,siʦ,siʦ,no,no,171469
gat,gat,gehen,,1515.0,t17820,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t17825,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
geſant,geſant,senden,,1515.0,t17833,583,2.22177337911533,172,0.6554803108196172,ENHG,188,Upper German,4,senden,gesant,senden,san,send,yes,no,88236
bittē,bittē,bitten,,1515.0,t17840,1532,5.838347884742172,21,0.0800295728326276,ENHG,67,Upper German,1,bitten,bitē,bit,bit,bi,no,no,947818
vˢſtan,vˢſtan,verstehen,,1515.0,t17873,870,3.315510874494575,15,0.057163980594734,ENHG,9,Upper German,4,verstehen,vˢstan,stet,vsta,ste,yes,no,1656734
Spricht,Spricht,sprechen,,1515.0,t17878,8120,30.94476816194937,108,0.4115806602820852,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſchicken,ſchicken,schicken,,1515.0,t17897,584,2.225584311154979,132,0.5030430292336596,ENHG,173,Upper German,1,schicken,schicken,schicken,ʃik,ʃik,no,no,108125
bitt,bitt,bitten,,1515.0,t17920,1532,5.838347884742172,225,0.8574597089210109,ENHG,67,Upper German,1,bitten,bit,bit,bi,bi,no,no,947818
nement,nement,nehmen,,1515.0,t17921,3364,12.819975381379024,63,0.240088718497883,ENHG,47,Upper German,1,nehmen,nement,nemen,nemen,nem,yes,no,1089016
facht,facht,anfechten,,1515.0,t17947,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t17951,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
diennē,diennē,dienen,,1515.0,t17972,616,2.347534136423745,5,0.0190546601982446,ENHG,75,Upper German,1,dienen,dienē,dienen,dien,dien,no,no,495717
facht,facht,anfechten,,1515.0,t17978,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t17984,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
weiſt,weiſt,wissen,,1515.0,t18017,2994,11.409930526708916,110,0.419202524361383,ENHG,221,Upper German,1,wissen,weist,wisen,wei,wis,yes,no,1028366
ziechen,ziechen,ziehen,,1515.0,t18028,1321,5.034241224376246,38,0.1448154175066596,ENHG,17,Upper German,1,ziehen,ziechen,ziehen,zieχ,zieh,no,yes,301418
gat,gat,gehen,,1515.0,t18032,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ligen,ligen,liegen,,1515.0,t18047,2283,8.700357846518523,279,1.0632500390620534,ENHG,25,Upper German,1,liegen,ligen,leit,lig,lei,yes,yes,1468865
ſpricht,ſpricht,sprechen,,1515.0,t18060,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
geben,geben,geben,,1515.0,t18064,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
verraten,verraten,verraten,,1515.0,t18084,48,0.1829247379031489,13,0.0495421165154361,ENHG,215,Upper German,4,verraten,veraten,veratest,verat,verat,no,no,26450
geben,geben,geben,,1515.0,t18090,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
gat,gat,gehen,,1515.0,t18129,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
