form,norm,lemma,inflClass,infl,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part
kom̄,komen,komen,st4,past_participle,1145.0,M121Y,8461,3.280377904497231,73,0.0283025158998106,MHG,3,Upper German,4
uernomen,vernomen,ver-nëmen,st4,past_participle,1145.0,M121Y,1523,0.5904757769234468,97,0.0376074526339949,MHG,47,Upper German,4
uoͮren,vuoren,var(e)n,st6,Ind.Past.Pl.3,1145.0,M121Y,2188,0.848300065599804,36,0.0139574051012764,MHG,89,Upper German,3
uoͮre,vüere,var(e)n/nâh>+,st6,Subj.Past.Sg.3,1145.0,M121Y,7,0.0027139398808037,12,0.0046524683670921,MHG,89,Upper German,3
entran,entran,ent-trinnen,st3a,Ind.Past.Sg.3,1145.0,M121Y,193,0.0748271995707322,39,0.0151205221930495,MHG,86,Upper German,2
liezen,liezen,lâzen,st7,Ind.Past.Pl.3,1145.0,M121Y,3725,1.4442037222848585,102,0.0395459811202833,MHG,4,Upper German,3
geſceiden,gescheiden,schèiden,st7,past_participle,1145.0,M121Y,766,0.2969825640993829,22,0.0085295253396689,MHG,171,Upper German,4
voͮnden,vunden,vinden,st3a,past_participle,1145.0,M121Y,1993,0.7726974546345564,1,0.0003877056972576,MHG,38,Upper German,4
toͮt,tuot,tuon,irr,Ind.Pres.Sg.3,1145.0,M121Y,8576,3.3249640596818644,39,0.0151205221930495,MHG,14,Upper German,1
entweich,entweich,ent-wîchen,st1a,Ind.Past.Sg.3,1145.0,M121Y,215,0.0833567249104012,12,0.0046524683670921,MHG,15,Upper German,2
hiz,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,M121Y,4528,1.7555313971827753,443,0.1717536238851522,MHG,235,Upper German,2
ſtan,stân,stân/ûf>+,irr,infinitive,1145.0,M121Y,229,0.0887846046720087,315,0.1221272946361692,MHG,9,Upper German,1
uerſtuͦnt,verstuont,ver-stân,irr,Ind.Past.Sg.3,1145.0,M121Y,456,0.1767937979495021,6,0.002326234183546,MHG,9,Upper German,2
uil,viel,vallen,st7,Ind.Past.Sg.3,1145.0,M121Y,860,0.3334268996416049,15,0.0058155854588652,MHG,31,Upper German,2
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
ſehen,sehen,sëhen,st5,infinitive,1145.0,M121Y,4169,1.6163450518672682,287,0.1112715351129541,MHG,22,Upper German,1
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
hiz,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,M121Y,4528,1.7555313971827753,443,0.1717536238851522,MHG,235,Upper German,2
liz,liez,lâzen,st7,Ind.Past.Sg.1,1145.0,M121Y,3725,1.4442037222848585,100,0.038770569725768,MHG,4,Upper German,2
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
nam,nam,nëmen,st4,Ind.Past.Sg.3,1145.0,M121Y,4030,1.5624539599484506,1167,0.4524525486997126,MHG,47,Upper German,2
uant,vant,vinden,st3a,Ind.Past.Sg.3,1145.0,M121Y,1993,0.7726974546345564,173,0.0670730856255786,MHG,38,Upper German,2
ſah,sach,sëhen,st5,Ind.Past.Sg.3,1145.0,M121Y,4169,1.6163450518672682,210,0.0814181964241128,MHG,22,Upper German,2
enphie,entvieng,ent-vâhen,st7,Ind.Past.Sg.3,1145.0,M121Y,1799,0.6974825493665664,79,0.0306287500833567,MHG,19,Upper German,2
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
gie,gieng,gân,irr,Ind.Past.Sg.3,1145.0,M121Y,3931,1.5240710959199404,422,0.163611804242741,MHG,1,Upper German,2
umbeuíe,umbevieng,umbe-vâhen,st7,Ind.Past.Sg.3,1145.0,M121Y,91,0.0352812184504488,2,0.0007754113945153,MHG,19,Upper German,2
entrínnen,entrinnen,ent-trinnen,st3a,infinitive,1145.0,M121Y,193,0.0748271995707322,4,0.0015508227890307,MHG,86,Upper German,1
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
getruͦc,getruoc,ge-tragen,st6,Ind.Past.Sg.3,1145.0,M121Y,99,0.0383828640285103,7,0.0027139398808037,MHG,11,Upper German,2
half,half,hëlfen,st3b,Ind.Past.Sg.3,1145.0,M121Y,1345,0.5214641628115797,148,0.0573804431941366,MHG,2,Upper German,2
uernamen,vernâmen,ver-nëmen,st4,Ind.Past.Pl.3,1145.0,M121Y,1523,0.5904757769234468,62,0.0240377532299761,MHG,47,Upper German,3
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
uaren,varen,var(e)n,st6,infinitive,1145.0,M121Y,2188,0.848300065599804,118,0.0457492722764062,MHG,89,Upper German,1
ſtat,stât,stân,irr,Ind.Pres.Sg.3,1145.0,M121Y,2872,1.113490762524057,496,0.1923020258398093,MHG,9,Upper German,1
getan,getân,tuon,irr,past_participle,1145.0,M121Y,8576,3.3249640596818644,1415,0.5486035616196173,MHG,14,Upper German,4
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
ſceiden,scheiden,schèiden,st7,Ind.Pres.Pl.1,1145.0,M121Y,766,0.2969825640993829,12,0.0046524683670921,MHG,171,Upper German,1
bringen,bringen,bringen/vür(e)>+,irr,infinitive,1145.0,M121Y,96,0.0372197469367372,187,0.0725009653871861,MHG,73,Upper German,1
truͦc,truoc,tragen/vür(e)>+,st6,Ind.Past.Sg.3,1145.0,M121Y,55,0.0213238133491724,42,0.0162836392848225,MHG,11,Upper German,2
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
ſbrach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,1,0.0003877056972576,MHG,27,Upper German,2
huͦp,huop,hèben/ûf<+,st6b,Ind.Past.Sg.3,1145.0,M121Y,37,0.0143451107985341,71,0.0275271045052952,MHG,90,Upper German,2
hiez,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,M121Y,4528,1.7555313971827753,1604,0.6218799384013188,MHG,235,Upper German,2
geben,geben,gëben,st5,infinitive,1145.0,M121Y,6812,2.6410512097193166,1190,0.4613697797366393,MHG,21,Upper German,1
beualh,bevalch,be-vëlhen,st3b,Ind.Past.Sg.3,1145.0,M121Y,441,0.1709782124906369,13,0.0050401740643498,MHG,271,Upper German,2
ſahen,sâhen,sëhen,st5,Ind.Past.Pl.3,1145.0,M121Y,4169,1.6163450518672682,284,0.1101084180211811,MHG,22,Upper German,3
ſciet,schiet,schèiden,st7,Ind.Past.Sg.3,1145.0,M121Y,766,0.2969825640993829,34,0.0131819937067611,MHG,171,Upper German,2
hiez,hiez,hèizen,st7,Ind.Past.Sg.3,1145.0,M121Y,4528,1.7555313971827753,1604,0.6218799384013188,MHG,235,Upper German,2
varen,varen,var(e)n,st6,infinitive,1145.0,M121Y,2188,0.848300065599804,121,0.0469123893681792,MHG,89,Upper German,1
komen,kômen,komen,st4,Ind.Past.Pl.3,1145.0,M121Y,8461,3.280377904497231,545,0.2112996050054356,MHG,3,Upper German,3
reſahen,ersâhen,er-sëhen,st5,Ind.Past.Pl.3,1145.0,M121Y,212,0.0821936078186281,2,0.0007754113945153,MHG,22,Upper German,3
begunden,begunden,be-ginnen,irr,Ind.Past.Pl.3,1145.0,M121Y,1927,0.7471088786155495,181,0.0701747312036401,MHG,40,Upper German,3
ſæhen,sæhen,sëhen,st5,Subj.Past.Pl.3,1145.0,M121Y,4169,1.6163450518672682,12,0.0046524683670921,MHG,22,Upper German,3
huͦb,huop,hèben,st6b,Ind.Past.Sg.3,1145.0,M121Y,657,0.2547226430982958,77,0.0298533386888413,MHG,90,Upper German,2
wizze,wizze,wizzen,prpr,Subj.Pres.Sg.3,1145.0,M121Y,2528,0.9801200026674152,96,0.0372197469367372,MHG,364,Upper German,1
komen,komen,komen,st4,past_participle,1145.0,M121Y,8461,3.280377904497231,545,0.2112996050054356,MHG,3,Upper German,4
geborn,geboren,bër(e)n,st4,past_participle,1145.0,M121Y,210,0.0814181964241128,544,0.2109118993081779,MHG,295,Upper German,4
gaben,gâben,gëben,st5,Ind.Past.Pl.3,1145.0,M121Y,6812,2.6410512097193166,131,0.050789446340756,MHG,21,Upper German,3
gewan,gewan,ge-winnen,st3a,Ind.Past.Sg.3,1145.0,M121Y,1883,0.7300498279362115,557,0.2159520733725277,MHG,120,Upper German,2
kom,kom,komen,st4,Ind.Past.Sg.3,1145.0,M121Y,8461,3.280377904497231,382,0.1481035763524338,MHG,3,Upper German,2
erſehen,ersehen,er-sëhen,st5,past_participle,1145.0,M121Y,212,0.0821936078186281,21,0.0081418196424112,MHG,22,Upper German,4
hieze,hieze,hèizen,st7,Subj.Past.Sg.3,1145.0,M121Y,4528,1.7555313971827753,50,0.019385284862884,MHG,235,Upper German,3
wͦren,vuoren,var(e)n,st6,Ind.Past.Pl.3,1145.0,M121Y,2188,0.848300065599804,3,0.001163117091773,MHG,89,Upper German,3
tet,tet,tuon,irr,Ind.Past.Sg.3,1145.0,M121Y,8576,3.3249640596818644,942,0.3652187668167346,MHG,14,Upper German,2
entran,entran,ent-trinnen,st3a,Ind.Past.Sg.3,1145.0,M121Y,193,0.0748271995707322,39,0.0151205221930495,MHG,86,Upper German,2
retrunken,ertrunken,er-trinken,st3a,Ind.Past.Pl.3,1145.0,M121Y,64,0.0248131646244915,1,0.0003877056972576,MHG,97,Upper German,3
wͦrfen,wurfen,wërfen/ûz<.+,st3b,Ind.Past.Pl.3,1145.0,M121Y,11,0.0042647626698344,3,0.001163117091773,MHG,16,Upper German,3
kom,kom,komen,st4,Ind.Past.Sg.3,1145.0,M121Y,8461,3.280377904497231,382,0.1481035763524338,MHG,3,Upper German,2
uand,vant,vinden,st3a,Ind.Past.Sg.1,1145.0,M121Y,1993,0.7726974546345564,4,0.0015508227890307,MHG,38,Upper German,2
rief,rief,ruofen,st7,Ind.Past.Sg.3,1145.0,M121Y,442,0.1713659181878946,166,0.0643591457447748,MHG,51,Upper German,2
ſinnen,sinnen,sinnen,st3a,infinitive,1145.0,M121Y,25,0.009692642431442,7,0.0027139398808037,MHG,56,Upper German,1
ſinnen,sinnen,sinnen,st3a,infinitive,1145.0,M121Y,25,0.009692642431442,7,0.0027139398808037,MHG,56,Upper German,1
ſprungen,sprungen,springen/ûf>+,st3a,Ind.Past.Pl.3,1145.0,M121Y,33,0.0127942880095034,29,0.0112434652204727,MHG,88,Upper German,3
ſahen,sâhen,sëhen/ane>+,st5,Ind.Past.Pl.3,1145.0,M121Y,300,0.116311709177304,284,0.1101084180211811,MHG,22,Upper German,3
uernamen,vernâmen,ver-nëmen,st4,Ind.Past.Pl.3,1145.0,M121Y,1523,0.5904757769234468,62,0.0240377532299761,MHG,47,Upper German,3
ſprachen,sprâchen,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Upper German,2
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
ſizzen,sitzen,sitzen,st5b,Ind.Pres.Pl.1,1145.0,M121Y,1185,0.4594312512503509,49,0.0189975791656263,MHG,57,Upper German,1
ſizzen,sitzen,sitzen,st5b,Ind.Pres.Pl.1,1145.0,M121Y,1185,0.4594312512503509,49,0.0189975791656263,MHG,57,Upper German,1
ſprachen,sprâchen,sprëchen,st4,Ind.Past.Pl.3,1145.0,M121Y,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Upper German,3
uil,viel,vallen,st7,Ind.Past.Sg.3,1145.0,M121Y,860,0.3334268996416049,15,0.0058155854588652,MHG,31,Upper German,2
brahten,brâhten,bringen,irr,Ind.Past.Pl.3,1145.0,M121Y,2041,0.791307328102925,91,0.0352812184504488,MHG,73,Upper German,3
brahten,brâhten,bringen,irr,Ind.Past.Pl.3,1145.0,M121Y,2041,0.791307328102925,91,0.0352812184504488,MHG,73,Upper German,3
uarn,varn,var(e)n,st6,infinitive,1145.0,M121Y,2188,0.848300065599804,92,0.0356689241477065,MHG,89,Upper German,1
ſpᵃch,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,1084,0.4202729758273252,MHG,27,Upper German,2
uerſtan,verstân,ver-stân,irr,infinitive,1145.0,M121Y,456,0.1767937979495021,43,0.0166713449820802,MHG,9,Upper German,1
getan,getân,tuon,irr,past_participle,1145.0,M121Y,8576,3.3249640596818644,1415,0.5486035616196173,MHG,14,Upper German,4
ſcriben,schrîben,schrîben,st1a,infinitive,1145.0,M121Y,1626,0.6304094637409878,39,0.0151205221930495,MHG,26,Upper German,1
giengen,giengen,gân,irr,Ind.Past.Pl.3,1145.0,M121Y,3931,1.5240710959199404,180,0.0697870255063824,MHG,1,Upper German,3
enphiengen,entviengen,ent-vâhen,st7,Ind.Past.Pl.3,1145.0,M121Y,1799,0.6974825493665664,47,0.0182221677711109,MHG,19,Upper German,3
ſprachen,sprâchen,sprëchen,st4,Ind.Past.Pl.3,1145.0,M121Y,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Upper German,3
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
tuͦn,tuon,tuon,irr,Ind.Pres.Sg.1,1145.0,M121Y,8576,3.3249640596818644,370,0.1434511079853416,MHG,14,Upper German,1
ſach,sach,sëhen/ûf>+,st5,Ind.Past.Sg.3,1145.0,M121Y,9,0.0034893512753191,990,0.3838286402851033,MHG,22,Upper German,2
ſprac,sprach,sprëchen/zuo>+,st4,Ind.Past.Sg.3,1145.0,M121Y,74,0.0286902215970683,229,0.0887846046720087,MHG,27,Upper German,2
uolekomen,volkumen,voll-komen,st4,infinitive,1145.0,M121Y,53,0.020548401954657,1,0.0003877056972576,MHG,3,Upper German,1
wolleſtan,volstân,voll-stân,irr,infinitive,1145.0,M121Y,29,0.0112434652204727,1,0.0003877056972576,MHG,9,Upper German,1
gan,gân,gân,irr,infinitive,1145.0,M121Y,3931,1.5240710959199404,664,0.2574365829790995,MHG,1,Upper German,1
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
tæte,tæte,tuon,irr,Ind.Past.Sg.2,1145.0,M121Y,8576,3.3249640596818644,48,0.0186098734683686,MHG,14,Upper German,3
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
uerlieze,verlieze,ver-lâzen,st7,Ind.Past.Sg.2,1145.0,M121Y,338,0.1310445256730958,5,0.0019385284862884,MHG,4,Upper German,3
behilte,behielte,be-halten,st7,Ind.Past.Sg.2,1145.0,M121Y,1035,0.4012753966616988,9,0.0034893512753191,MHG,24,Upper German,3
gebe,gebe,gëben,st5,Subj.Pres.Sg.3,1145.0,M121Y,6812,2.6410512097193166,314,0.1217395889389115,MHG,21,Upper German,1
laz,lâze,lâzen,st7,Ind.Pres.Sg.1,1145.0,M121Y,3725,1.4442037222848585,211,0.0818059021213705,MHG,4,Upper German,1
ſehen,sehen,sëhen,st5,infinitive,1145.0,M121Y,4169,1.6163450518672682,287,0.1112715351129541,MHG,22,Upper German,1
gehalten,gehalten,ge-halten,st7,past_participle,1145.0,M121Y,98,0.0379951583312526,57,0.0220992247436877,MHG,24,Upper German,4
gebivtet,gebiutet,ge-bièten,st2b,Ind.Pres.Sg.3,1145.0,M121Y,1098,0.4257008555889327,26,0.0100803481286996,MHG,18,Upper German,1
volſprac,volsprach,voll-sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,29,0.0112434652204727,1,0.0003877056972576,MHG,27,Upper German,2
bringen,bringen,bringen/vür(e)>+,irr,infinitive,1145.0,M121Y,96,0.0372197469367372,187,0.0725009653871861,MHG,73,Upper German,1
geſíngen,gesingen,ge-singen,st3a,infinitive,1145.0,M121Y,22,0.0085295253396689,2,0.0007754113945153,MHG,192,Upper German,1
geſchahe,geschæhe,ge-schëhen,st5,Subj.Past.Sg.3,1145.0,M121Y,2495,0.9673257146579116,7,0.0027139398808037,MHG,118,Upper German,3
uerſunken,versunken,ver-sinken,st3a,past_participle,1145.0,M121Y,16,0.0062032911561228,3,0.001163117091773,MHG,193,Upper German,4
gebundᵉn,gebunden,binten,st3a,past_participle,1145.0,M121Y,466,0.1806708549220789,2,0.0007754113945153,MHG,229,Upper German,4
komen,komen,komen/zuo>+,st4,past_participle,1145.0,M121Y,39,0.0151205221930495,545,0.2112996050054356,MHG,3,Upper German,4
betrogen,betrogen,be-triègen,st2a,past_participle,1145.0,M121Y,221,0.0856829590939473,70,0.0271393988080376,MHG,63,Upper German,4
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
getan,getân,tuon,irr,past_participle,1145.0,M121Y,8576,3.3249640596818644,1415,0.5486035616196173,MHG,14,Upper German,4
geben,geben,gëben,st5,Ind.Pres.Pl.1,1145.0,M121Y,6812,2.6410512097193166,1190,0.4613697797366393,MHG,21,Upper German,1
gie,gieng,gân,irr,Ind.Past.Sg.3,1145.0,M121Y,3931,1.5240710959199404,422,0.163611804242741,MHG,1,Upper German,2
twoͮgen,dwuogen,dwahen,st6,Ind.Past.Pl.3,1145.0,M121Y,91,0.0352812184504488,1,0.0003877056972576,MHG,232,Upper German,3
huͦben,huoben,hèben/ûf>+,st6b,Ind.Past.Pl.3,1145.0,M121Y,118,0.0457492722764062,50,0.019385284862884,MHG,90,Upper German,3
ſahen,sâhen,sëhen,st5,Ind.Past.Pl.3,1145.0,M121Y,4169,1.6163450518672682,284,0.1101084180211811,MHG,22,Upper German,3
uíelen,vielen,vallen,st7,Ind.Past.Pl.3,1145.0,M121Y,860,0.3334268996416049,3,0.001163117091773,MHG,31,Upper German,3
ſlæích,sleich,slîchen/nâh<.+,st1a,Ind.Past.Sg.3,1145.0,M121Y,1,0.0003877056972576,1,0.0003877056972576,MHG,174,Upper German,2
gan,gân,gân,irr,infinitive,1145.0,M121Y,3931,1.5240710959199404,664,0.2574365829790995,MHG,1,Upper German,1
reſach,ersach,er-sëhen,st5,Ind.Past.Sg.3,1145.0,M121Y,212,0.0821936078186281,8,0.0031016455780614,MHG,22,Upper German,2
enthilt,enthielt,ent-halten,st7,Ind.Past.Sg.3,1145.0,M121Y,91,0.0352812184504488,12,0.0046524683670921,MHG,24,Upper German,2
phlac,pflac,pflëgen,st5,Ind.Past.Sg.3,1145.0,M121Y,812,0.3148170261732362,50,0.019385284862884,MHG,155,Upper German,2
huͦb,huop,hèben/ane<.+,st6b,Ind.Past.Sg.3,1145.0,M121Y,55,0.0213238133491724,77,0.0298533386888413,MHG,90,Upper German,2
gebittet,gebitet,ge-biten,st5b,Ind.Pres.Sg.3,1145.0,M121Y,43,0.0166713449820802,1,0.0003877056972576,MHG,276,Upper German,1
enphæhet,entvæhet,ent-vâhen,st7,Ind.Pres.Sg.3,1145.0,M121Y,1799,0.6974825493665664,4,0.0015508227890307,MHG,19,Upper German,1
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
beſcaiden,bescheiden,be-schèiden,st7,infinitive,1145.0,M121Y,286,0.1108838294156965,3,0.001163117091773,MHG,171,Upper German,1
uerſtân,verstân,ver-stân,irr,Ind.Pres.Sg.1,1145.0,M121Y,456,0.1767937979495021,2,0.0007754113945153,MHG,9,Upper German,1
beſcæidᵉn,bescheiden,be-schèiden,st7,infinitive,1145.0,M121Y,286,0.1108838294156965,1,0.0003877056972576,MHG,171,Upper German,1
tuon,tuon,tuon,irr,infinitive,1145.0,M121Y,8576,3.3249640596818644,34,0.0131819937067611,MHG,14,Upper German,1
gan,gân,gân,irr,Ind.Pres.Sg.1,1145.0,M121Y,3931,1.5240710959199404,664,0.2574365829790995,MHG,1,Upper German,1
geríwe,geriuwe,ge-riuwen,st2c,Subj.Pres.Sg.3,1145.0,M121Y,84,0.0325672785696451,2,0.0007754113945153,MHG,244,Upper German,1
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
geſæhen,gesehen,sëhen,st5,past_participle,1145.0,M121Y,4169,1.6163450518672682,15,0.0058155854588652,MHG,22,Upper German,4
geualle,gevalle,ge-vallen,st7,Subj.Pres.Sg.3,1145.0,M121Y,439,0.1702028010961215,56,0.02171151904643,MHG,31,Upper German,1
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
gân,gân,gân,irr,Ind.Pres.Sg.1,1145.0,M121Y,3931,1.5240710959199404,13,0.0050401740643498,MHG,1,Upper German,1
getan,getân,tuon,irr,past_participle,1145.0,M121Y,8576,3.3249640596818644,1415,0.5486035616196173,MHG,14,Upper German,4
geſcehen,geschehen,ge-schëhen,st5,infinitive,1145.0,M121Y,2495,0.9673257146579116,52,0.0201606962573993,MHG,118,Upper German,1
geben,geben,gëben,st5,infinitive,1145.0,M121Y,6812,2.6410512097193166,1190,0.4613697797366393,MHG,21,Upper German,1
uerſtan,verstân,ver-stân,irr,Ind.Pres.Sg.1,1145.0,M121Y,456,0.1767937979495021,43,0.0166713449820802,MHG,9,Upper German,1
underuert,undervert,unter-var(e)n,st6,Ind.Pres.Sg.3,1145.0,M121Y,10,0.0038770569725768,1,0.0003877056972576,MHG,89,Upper German,1
regan,ergân,er-gân,irr,infinitive,1145.0,M121Y,594,0.2302971841710619,4,0.0015508227890307,MHG,1,Upper German,1
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
ſprichet,sprichet,sprëchen,st4,Ind.Pres.Sg.3,1145.0,M121Y,11533,4.471409806472824,523,0.2027700796657666,MHG,27,Upper German,1
enſprungen,entsprungen,ent-springen,st3a,past_participle,1145.0,M121Y,20,0.0077541139451536,2,0.0007754113945153,MHG,88,Upper German,4
zerunnen,zerrunnen,zer-rinnen,st3a,past_participle,1145.0,M121Y,59,0.0228746361382031,9,0.0034893512753191,MHG,166,Upper German,4
geborn,geboren,bër(e)n,st4,past_participle,1145.0,M121Y,210,0.0814181964241128,544,0.2109118993081779,MHG,295,Upper German,4
rezogen,erzogen,er-zièhen,st2b,past_participle,1145.0,M121Y,39,0.0151205221930495,4,0.0015508227890307,MHG,275,Upper German,4
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
enphahen,entvâhen,ent-vâhen,st7,infinitive,1145.0,M121Y,1799,0.6974825493665664,117,0.0453615665791485,MHG,19,Upper German,1
ſizzen,sitzen,sitzen,st5b,infinitive,1145.0,M121Y,1185,0.4594312512503509,49,0.0189975791656263,MHG,57,Upper German,1
ſizzen,sitzen,sitzen,st5b,infinitive,1145.0,M121Y,1185,0.4594312512503509,49,0.0189975791656263,MHG,57,Upper German,1
uíe,vieng,vâhen/ane<.+,st7,Ind.Past.Sg.3,1145.0,M121Y,14,0.0054278797616075,2,0.0007754113945153,MHG,19,Upper German,2
gewunnen,gewunnen,ge-winnen,st3a,past_participle,1145.0,M121Y,1883,0.7300498279362115,76,0.0294656329915836,MHG,120,Upper German,4
ſcribent,schrîbent,schrîben,st1a,Ind.Pres.Pl.3,1145.0,M121Y,1626,0.6304094637409878,1,0.0003877056972576,MHG,26,Upper German,1
uerbergen,verbergen,ver-bërgen,st3b,infinitive,1145.0,M121Y,172,0.0666853799283209,4,0.0015508227890307,MHG,49,Upper German,1
geſehen,gesehen,sëhen,st5,past_participle,1145.0,M121Y,4169,1.6163450518672682,322,0.1248412345169729,MHG,22,Upper German,4
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
uerſtan,verstân,ver-stân,irr,Ind.Pres.Sg.1,1145.0,M121Y,456,0.1767937979495021,43,0.0166713449820802,MHG,9,Upper German,1
geflizzen,gevlizzen,vlîzen,st1a,past_participle,1145.0,M121Y,146,0.0566050317996212,9,0.0034893512753191,MHG,361,Upper German,4
uerſtan,verstân,ver-stân,irr,Ind.Pres.Sg.1,1145.0,M121Y,456,0.1767937979495021,43,0.0166713449820802,MHG,9,Upper German,1
geben,geben,gëben,st5,infinitive,1145.0,M121Y,6812,2.6410512097193166,1190,0.4613697797366393,MHG,21,Upper German,1
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
geualle,gevalle,ge-vallen,st7,Subj.Pres.Sg.3,1145.0,M121Y,439,0.1702028010961215,56,0.02171151904643,MHG,31,Upper German,1
ſpriche,spriche,sprëchen,st4,Ind.Pres.Sg.1,1145.0,M121Y,11533,4.471409806472824,33,0.0127942880095034,MHG,27,Upper German,1
gebe,gebe,gëben,st5,Subj.Pres.Sg.3,1145.0,M121Y,6812,2.6410512097193166,314,0.1217395889389115,MHG,21,Upper German,1
geborn,geboren,bër(e)n,st4,past_participle,1145.0,M121Y,210,0.0814181964241128,544,0.2109118993081779,MHG,295,Upper German,4
komen,komen,komen,st4,infinitive,1145.0,M121Y,8461,3.280377904497231,545,0.2112996050054356,MHG,3,Upper German,1
bern,bern,bër(e)n,st4,infinitive,1145.0,M121Y,210,0.0814181964241128,5,0.0019385284862884,MHG,295,Upper German,1
trat,trat,trëten/vür(e)>+,st5,Ind.Past.Sg.3,1145.0,M121Y,3,0.001163117091773,120,0.0465246836709216,MHG,13,Upper German,2
pat,bat,biten,st5b,Ind.Past.Sg.3,1145.0,M121Y,2127,0.8246500180670855,39,0.0151205221930495,MHG,276,Upper German,2
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Upper German,2
gan,gan,gunnen,prpr,Ind.Pres.Sg.1,1145.0,M121Y,184,0.0713378482954131,664,0.2574365829790995,MHG,125,Upper German,1
ſprac,sprach,sprëchen,st4,Ind.Past.Sg.3,1145.0,M121Y,11533,4.471409806472824,229,0.0887846046720087,MHG,27,Upper German,2
gewerren,gewerren,ge-wërren,st3b,infinitive,1145.0,M121Y,63,0.0244254589272338,33,0.0127942880095034,MHG,323,Upper German,1
